answer_id,dataset,configuration_id,method,retrieval_model,variant,top_m,query_id,financebench_id,doc_name,retrieval_setting,top_k,ground_truth_chunk_id,retrieved_chunk_ids,correct_chunk_retrieved,judge_category
ESRS::dense_linq_embed_mistral::ING_0028::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0028,,ING,top_1,1,ING_0028,ING_0059_intro,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0029::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0029,,ING,top_1,1,ING_0029,ING_0060,no,incorrect
ESRS::dense_linq_embed_mistral::ING_0029::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0029,,ING,top_5,5,ING_0029,ING_0060|ING_0031|ING_0061|ING_0062|ING_0029,yes,correct
ESRS::dense_linq_embed_mistral::ING_0030::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0030,,ING,top_1,1,ING_0030,ING_0030,yes,partially_correct
ESRS::dense_linq_embed_mistral::ING_0030::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0030,,ING,top_5,5,ING_0030,ING_0030|ING_0031|ING_0061|ING_0028|Raiffeisen_Bank_International_0096,yes,partially_correct
ESRS::dense_linq_embed_mistral::ING_0031::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0031,,ING,top_1,1,ING_0031,ING_0031,yes,correct
ESRS::dense_linq_embed_mistral::ING_0031::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0031,,ING,top_5,5,ING_0031,ING_0031|PKO_Bank_Polski_0099|BBVA_0003|ING_0015|BBVA_0000,yes,correct
ESRS::dense_linq_embed_mistral::ING_0033::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0033,,ING,top_1,1,ING_0033,ING_0033,yes,correct
ESRS::dense_linq_embed_mistral::ING_0033::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0033,,ING,top_5,5,ING_0033,ING_0033|ING_0036_intro|ING_0035|ING_0061|ING_0019,yes,correct
ESRS::dense_linq_embed_mistral::ING_0042::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0042,,ING,top_1,1,ING_0042,ING_0039,no,correct
ESRS::dense_linq_embed_mistral::ING_0042::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0042,,ING,top_5,5,ING_0042,ING_0039|ING_0053_intro|DNB_0121|ABN_Amro_0119|ING_0040,no,correct
ESRS::dense_linq_embed_mistral::ING_0048::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0048,,ING,top_1,1,ING_0048,ING_0015,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0048::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0048,,ING,top_5,5,ING_0048,ING_0015|ING_0031|ING_0003|ING_0004|ING_0048,yes,correct
ESRS::dense_linq_embed_mistral::ING_0050::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0050,,ING,top_1,1,ING_0050,ING_0053_intro,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0050::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0050,,ING,top_5,5,ING_0050,ING_0053_intro|ING_0054|ING_0050|ING_0040|ING_0055,yes,correct
ESRS::dense_linq_embed_mistral::ING_0052::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0052,,ING,top_1,1,ING_0052,ING_0060,no,partially_correct
ESRS::dense_linq_embed_mistral::ING_0052::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0052,,ING,top_5,5,ING_0052,ING_0060|ING_0052|ABN_Amro_0125|ING_0004|Belfius_0032,yes,correct
ESRS::dense_linq_embed_mistral::ING_0054::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0054,,ING,top_1,1,ING_0054,ING_0015,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0054::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0054,,ING,top_5,5,ING_0054,ING_0015|ING_0005|ING_0056|ING_0004|Intesa_Sanpaolo_0021,no,partially_correct
ESRS::dense_linq_embed_mistral::ING_0055::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0055,,ING,top_1,1,ING_0055,ING_0054,no,correct
ESRS::dense_linq_embed_mistral::ING_0055::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0055,,ING,top_5,5,ING_0055,ING_0054|ING_0055|ING_0004|ING_0040|ING_0053_intro,yes,correct
ESRS::dense_linq_embed_mistral::ING_0056::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0056,,ING,top_1,1,ING_0056,ING_0056,yes,correct
ESRS::dense_linq_embed_mistral::ING_0056::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0056,,ING,top_5,5,ING_0056,ING_0056|ING_0031|ING_0061|ING_0004|ING_0062,yes,correct
ESRS::dense_linq_embed_mistral::ING_0060::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0060,,ING,top_1,1,ING_0060,ING_0060,yes,correct
ESRS::dense_linq_embed_mistral::ING_0060::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0060,,ING,top_5,5,ING_0060,ING_0060|Belfius_0032|ING_0031|ING_0004|ABN_Amro_0125,yes,correct
ESRS::dense_linq_embed_mistral::ING_0061::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0061,,ING,top_1,1,ING_0061,ING_0061,yes,correct
ESRS::dense_linq_embed_mistral::ING_0061::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0061,,ING,top_5,5,ING_0061,ING_0061|ING_0062|ING_0031|ING_0059_intro|ING_0060,yes,correct
ESRS::dense_linq_embed_mistral::ING_0062::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0062,,ING,top_1,1,ING_0062,ING_0061,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0062::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0062,,ING,top_5,5,ING_0062,ING_0061|ING_0062|ING_0031|ABN_Amro_0027|ING_0056,yes,correct
ESRS::dense_linq_embed_mistral::ING_0069::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0069,,ING,top_1,1,ING_0069,ING_0069,yes,correct
ESRS::dense_linq_embed_mistral::ING_0069::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0069,,ING,top_5,5,ING_0069,ING_0069|ING_0072|ING_0075|Intesa_Sanpaolo_0102|ING_0074,yes,correct
ESRS::dense_linq_embed_mistral::ING_0070::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0070,,ING,top_5,5,ING_0070,ING_0072|ING_0069|ING_0075|ING_0070|ING_0074,yes,correct
ESRS::dense_linq_embed_mistral::ING_0072::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0072,,ING,top_1,1,ING_0072,ING_0072,yes,correct
ESRS::dense_linq_embed_mistral::ING_0072::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0072,,ING,top_5,5,ING_0072,ING_0072|ING_0075|ING_0073|ING_0074|ING_0060,yes,correct
ESRS::dense_linq_embed_mistral::ING_0073::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0073,,ING,top_1,1,ING_0073,ING_0073,yes,correct
ESRS::dense_linq_embed_mistral::ING_0073::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0073,,ING,top_5,5,ING_0073,ING_0073|ING_0072|ING_0075|ING_0015|ING_0061,yes,correct
ESRS::dense_linq_embed_mistral::ING_0074::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0074,,ING,top_1,1,ING_0074,ING_0074,yes,correct
ESRS::dense_linq_embed_mistral::ING_0074::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0074,,ING,top_5,5,ING_0074,ING_0074|ING_0072|ING_0075|ING_0015|KfW_0036,yes,correct
ESRS::dense_linq_embed_mistral::ING_0075::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0075,,ING,top_1,1,ING_0075,ING_0015,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0075::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0075,,ING,top_5,5,ING_0075,ING_0015|ING_0072|ING_0075|Intesa_Sanpaolo_0102|PKO_Bank_Polski_0099,yes,correct
ESRS::dense_linq_embed_mistral::ING_0078::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0078,,ING,top_1,1,ING_0078,ING_0078,yes,correct
ESRS::dense_linq_embed_mistral::ING_0078::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0078,,ING,top_5,5,ING_0078,ING_0078|OTP_Bank_0078|ING_0076_intro|Banca_Monte_dei_Paschi_di_Siena_0214|ABN_Amro_0011,yes,correct
ESRS::dense_linq_embed_mistral::ING_0081::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0081,,ING,top_1,1,ING_0081,ING_0081,yes,correct
ESRS::dense_linq_embed_mistral::ING_0081::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0081,,ING,top_5,5,ING_0081,ING_0081|ING_0099|ING_0111|ING_0031|ING_0015,yes,correct
ESRS::dense_linq_embed_mistral::ING_0086::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0086,,ING,top_1,1,ING_0086,DNB_0142,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0086::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0086,,ING,top_5,5,ING_0086,DNB_0142|ING_0086|Intesa_Sanpaolo_0203|DNB_0144|OTP_Bank_0149,yes,correct
ESRS::dense_linq_embed_mistral::ING_0088::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0088,,ING,top_1,1,ING_0088,ING_0015,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0088::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0088,,ING,top_5,5,ING_0088,ING_0015|Intesa_Sanpaolo_0187|OTP_Bank_0149|ING_0079_intro|Raiffeisen_Bank_International_0518,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0089::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0089,,ING,top_1,1,ING_0089,ING_0089,yes,correct
ESRS::dense_linq_embed_mistral::ING_0089::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0089,,ING,top_5,5,ING_0089,ING_0089|ABN_Amro_0085|ING_0085|ABN_Amro_0087|ING_0090_intro,yes,correct
ESRS::dense_linq_embed_mistral::ING_0091::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0091,,ING,top_1,1,ING_0091,ING_0091,yes,correct
ESRS::dense_linq_embed_mistral::ING_0091::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0091,,ING,top_5,5,ING_0091,ING_0091|ING_0092|ING_0090_intro|Banca_Monte_dei_Paschi_di_Siena_0120|ING_0093,yes,correct
ESRS::dense_linq_embed_mistral::ING_0095::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0095,,ING,top_1,1,ING_0095,ING_0095,yes,correct
ESRS::dense_linq_embed_mistral::ING_0095::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0095,,ING,top_5,5,ING_0095,ING_0095|ING_0086|ING_0083_intro|OTP_Bank_0195|ING_0085,yes,correct
ESRS::dense_linq_embed_mistral::ING_0100::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0100,,ING,top_1,1,ING_0100,ING_0100,yes,correct
ESRS::dense_linq_embed_mistral::ING_0100::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0100,,ING,top_5,5,ING_0100,ING_0100|ING_0104|DNB_0165|Intesa_Sanpaolo_0312|ING_0082,yes,correct
ESRS::dense_linq_embed_mistral::ING_0101::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0101,,ING,top_1,1,ING_0101,ING_0107,no,incorrect
ESRS::dense_linq_embed_mistral::ING_0101::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0101,,ING,top_5,5,ING_0101,ING_0107|ING_0106|Intesa_Sanpaolo_0301|Banca_Monte_dei_Paschi_di_Siena_0102|Intesa_Sanpaolo_0298,no,incorrect
ESRS::dense_linq_embed_mistral::ING_0104::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0104,,ING,top_1,1,ING_0104,OTP_Bank_0181,no,no_answer
ESRS::dense_linq_embed_mistral::ING_0104::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0104,,ING,top_5,5,ING_0104,OTP_Bank_0181|ING_0104|ING_0107|ABN_Amro_0108|ING_0100,yes,correct
ESRS::dense_linq_embed_mistral::ING_0106::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0106,,ING,top_1,1,ING_0106,ING_0106,yes,correct
ESRS::dense_linq_embed_mistral::ING_0106::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0106,,ING,top_5,5,ING_0106,ING_0106|ING_0107|ABN_Amro_0099|Swedbank_0154_intro|Intesa_Sanpaolo_0232,yes,correct
ESRS::dense_linq_embed_mistral::ING_0108::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0108,,ING,top_1,1,ING_0108,ING_0108,yes,correct
ESRS::dense_linq_embed_mistral::ING_0108::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0108,,ING,top_5,5,ING_0108,ING_0108|ING_0105|ING_0099|Caixa_Geral_de_Dep_sitos_0014|ING_0107,yes,correct
ESRS::dense_linq_embed_mistral::ING_0119::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0119,,ING,top_1,1,ING_0119,ING_0119,yes,correct
ESRS::dense_linq_embed_mistral::ING_0119::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0119,,ING,top_5,5,ING_0119,ING_0119|ING_0015|ING_0059_intro|ING_0031|ING_0118,yes,correct
ESRS::dense_linq_embed_mistral::ING_0121::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0121,,ING,top_1,1,ING_0121,ING_0121,yes,correct
ESRS::dense_linq_embed_mistral::ING_0121::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0121,,ING,top_5,5,ING_0121,ING_0121|ING_0096|DNB_0185|Banca_Monte_dei_Paschi_di_Siena_0204|Banca_Monte_dei_Paschi_di_Siena_0205,yes,correct
ESRS::dense_linq_embed_mistral::ING_0122::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0122,,ING,top_1,1,ING_0122,ING_0122,yes,correct
ESRS::dense_linq_embed_mistral::ING_0122::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,ING_0122,,ING,top_5,5,ING_0122,ING_0122|KBC_Group_0068|DNB_0194|ABN_Amro_0027|Belfius_0019,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0003::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0003,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0003,Intesa_Sanpaolo_0056,no,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0004::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0004,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0004,Intesa_Sanpaolo_0004,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0004::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0004,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0004,Intesa_Sanpaolo_0004|Intesa_Sanpaolo_0101|Intesa_Sanpaolo_0092|Intesa_Sanpaolo_0103|Intesa_Sanpaolo_0099,yes,partially_correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0007::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0007,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0007,Intesa_Sanpaolo_0241|Intesa_Sanpaolo_0007|Intesa_Sanpaolo_0242|Intesa_Sanpaolo_0345|Intesa_Sanpaolo_0189,yes,partially_correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0010::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0010,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0010,Intesa_Sanpaolo_0341,no,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0010::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0010,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0010,Intesa_Sanpaolo_0341|Banca_Monte_dei_Paschi_di_Siena_0205|DNB_0007_intro|Intesa_Sanpaolo_0245|DNB_0184,no,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0014::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0014,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0014,Intesa_Sanpaolo_0014,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0014::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0014,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0014,Intesa_Sanpaolo_0014|Intesa_Sanpaolo_0001_intro|Intesa_Sanpaolo_0047|Intesa_Sanpaolo_0021|Banca_Monte_dei_Paschi_di_Siena_0020,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0015::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0015,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0015,Intesa_Sanpaolo_0021,no,no_answer
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0015::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0015,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0015,Intesa_Sanpaolo_0021|Intesa_Sanpaolo_0015|Intesa_Sanpaolo_0056|Intesa_Sanpaolo_0014|Intesa_Sanpaolo_0114_intro,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0019::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0019,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0019,Intesa_Sanpaolo_0021,no,no_answer
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0019::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0019,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0019,Intesa_Sanpaolo_0021|Intesa_Sanpaolo_0019|PKO_Bank_Polski_0099|Banca_Monte_dei_Paschi_di_Siena_0049|Pekao_0019,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0023::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0023,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0023,Intesa_Sanpaolo_0023,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0023::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0023,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0023,Intesa_Sanpaolo_0023|Intesa_Sanpaolo_0351|Intesa_Sanpaolo_0308|Intesa_Sanpaolo_0337|Intesa_Sanpaolo_0019,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0025::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0025,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0025,Intesa_Sanpaolo_0116,no,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0025::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0025,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0025,Intesa_Sanpaolo_0116|Intesa_Sanpaolo_0025|Intesa_Sanpaolo_0058_intro|Banca_Monte_dei_Paschi_di_Siena_0042|Intesa_Sanpaolo_0052,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0026::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0026,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0026,Intesa_Sanpaolo_0026,yes,partially_correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0026::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0026,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0026,Intesa_Sanpaolo_0026|UniCredit_0020|UniCredit_0011|Intesa_Sanpaolo_0245|Intesa_Sanpaolo_0092,yes,partially_correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0027::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0027,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0027,Intesa_Sanpaolo_0019,no,no_answer
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0027::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0027,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0027,Intesa_Sanpaolo_0019|Intesa_Sanpaolo_0078|Intesa_Sanpaolo_0345|Intesa_Sanpaolo_0023|Intesa_Sanpaolo_0016,no,no_answer
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0028::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0028,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0028,Banca_Monte_dei_Paschi_di_Siena_0051,no,no_answer
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0030::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0030,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0030,Banca_Monte_dei_Paschi_di_Siena_0026,no,no_answer
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0038::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0038,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0038,Intesa_Sanpaolo_0037_intro,no,no_answer
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0038::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0038,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0038,Intesa_Sanpaolo_0037_intro|Intesa_Sanpaolo_0040|Intesa_Sanpaolo_0001_intro|ABN_Amro_0056|Intesa_Sanpaolo_0042,no,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0045::top_1,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0045,,Intesa Sanpaolo,top_1,1,Intesa_Sanpaolo_0045,Intesa_Sanpaolo_0045,yes,correct
ESRS::dense_linq_embed_mistral::Intesa_Sanpaolo_0045::top_5,ESRS,dense_linq_embed_mistral,dense,Linq-AI-Research/Linq-Embed-Mistral,standard,,Intesa_Sanpaolo_0045,,Intesa Sanpaolo,top_5,5,Intesa_Sanpaolo_0045,Intesa_Sanpaolo_0045|Intesa_Sanpaolo_0052|Intesa_Sanpaolo_0046|Intesa_Sanpaolo_0044|Intesa_Sanpaolo_0001_intro,yes,correct
