query_index,query,financebench_id,doc_name,ground_truth_chunk_id,embedding_latency_seconds
11,What is Amazon's year-over-year change in revenue from FY2016 to FY2017 (in units of percents and round to one decimal place)? Calculate what was asked by utilizing the line items clearly shown in the statement of income.,financebench_id_08135,AMAZON_2017_10K,AMAZON_2017_10K_0013,0.019718619994819164
12,"By drawing conclusions from the information stated only in the income statement, what is Amazon's FY2019 net income attributable to shareholders (in USD millions)?",financebench_id_08286,AMAZON_2019_10K,AMAZON_2019_10K_0016,0.019370009191334248
13,What is Amcor's year end FY2020 net AR (in USD millions)? Address the question by adopting the perspective of a financial analyst who can only use the details shown within the balance sheet.,financebench_id_03882,AMCOR_2020_10K,AMCOR_2020_10K_0017,0.019390000961720943
14,What was the key agenda of the AMCOR's 8k filing dated 1st July 2022?,financebench_id_01935,AMCOR_2022_8K_dated-2022-07-01,AMCOR_2022_8K_dated_2022_07_01_0001,0.019236097112298012
15,What is the nature & purpose of AMCOR's restructuring liability as oF Q2 of FY2023 close?,financebench_id_01936,AMCOR_2023Q2_10Q,AMCOR_2023Q2_10Q_0011,0.02070849295705557
16,What Was AMCOR's Adjusted Non GAAP EBITDA for FY 2023,financebench_id_01928,AMCOR_2023Q4_EARNINGS,AMCOR_2023Q4_EARNINGS_0018,0.01917970273643732
17,"How much was the Real change in Sales for AMCOR in FY 2023 vs FY 2022, if we exclude the impact of FX movement, passthrough costs and one-off items?",financebench_id_01930,AMCOR_2023Q4_EARNINGS,AMCOR_2023Q4_EARNINGS_0017,0.01947755739092827
18,"Has AMCOR's quick ratio improved or declined between FY2023 and FY2022? If the quick ratio is not something that a financial analyst would ask about a company like this, then state that and explain why.",financebench_id_00799,AMCOR_2023_10K,AMCOR_2023_10K_0016,0.01949087157845497
19,"What are major acquisitions that AMCOR has done in FY2023, FY2022 and FY2021?",financebench_id_01079,AMCOR_2023_10K,AMCOR_2023_10K_0019,0.0192304952070117
20,What industry does AMCOR primarily operate in?,financebench_id_01148,AMCOR_2023_10K,AMCOR_2023_10K_0001,0.01799287647008896
21,"Does AMCOR have an improving gross margin profile as of FY2023? If gross margin is not a useful metric for a company like this, then state that and explain why.",financebench_id_00684,AMCOR_2023_10K,AMCOR_2023_10K_0014,0.019278505817055702
22,"Does AMD have a reasonably healthy liquidity profile based on its quick ratio for FY22? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",financebench_id_00222,AMD_2022_10K,AMD_2022_10K_0014,0.019298167899250984
23,What are the major products and services that AMD sells as of FY22?,financebench_id_00995,AMD_2022_10K,AMD_2022_10K_0002,0.01910637505352497
24,What drove revenue change as of the FY22 for AMD?,financebench_id_01198,AMD_2022_10K,AMD_2022_10K_0012,0.019522841088473797
25,"What drove operating margin change as of the FY22 for AMD? If operating margin is not a useful metric for a company like this, then please state that and explain why.",financebench_id_00917,AMD_2022_10K,AMD_2022_10K_0012,0.019458303228020668
26,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for AMD in FY22?",financebench_id_01279,AMD_2022_10K,AMD_2022_10K_0014,0.019235465675592422
27,"From FY21 to FY22, excluding Embedded, in which AMD reporting segment did sales proportionally increase the most?",financebench_id_00563,AMD_2022_10K,AMD_2022_10K_0012,0.019198304042220116
28,Did AMD report customer concentration in FY22?,financebench_id_00757,AMD_2022_10K,AMD_2022_10K_0003,0.018012091517448425
29,Which debt securities are registered to trade on a national securities exchange under American Express' name as of 2022?,financebench_id_00476,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0000,0.01917461398988962
30,What are the geographies that American Express primarily operates in as of 2022?,financebench_id_01028,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0116,0.01916217152029276
31,"Does AMEX have an improving operating margin profile as of 2022? If operating margin is not a useful metric for a company like this, then state that and explain why.",financebench_id_00723,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0028,0.019306689500808716
32,"What drove gross margin change as of the FY2022 for American Express? If gross margin is not a useful metric for a company like this, then please state that and explain why.",financebench_id_00720,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0028,0.019323096610605717
33,How much has the effective tax rate of American Express changed between FY2021 and FY2022?,financebench_id_01351,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0016,0.01927961502224207
34,What was the largest liability in American Express's Balance Sheet in 2022?,financebench_id_01964,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0028,0.019192480482161045
35,Was American Express able to retain card members during 2022?,financebench_id_01981,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0016,0.019107607193291187
36,How much (in USD billions) did American Water Works pay out in cash dividends for FY2020? Compute or extract the answer by primarily using the details outlined in the statement of cash flows.,financebench_id_05718,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS_2020_10K_0025,0.019465263932943344
37,"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 year average net profit margin (as a %) for Best Buy? Answer in units of percents and round to one decimal place.",financebench_id_02608,BESTBUY_2017_10K,BESTBUY_2017_10K_0068,0.019642085768282413
38,What is the year end FY2019 total amount of inventories for Best Buy? Answer in USD millions. Base your judgments on the information provided primarily in the balance sheet.,financebench_id_04417,BESTBUY_2019_10K,BESTBUY_2019_10K_0064,0.01934700831770897
39,"Are Best Buy's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",financebench_id_00685,BESTBUY_2023_10K,BESTBUY_2023_10K_0014,0.01944343000650406
40,"What are major acquisitions that Best Buy has done in FY2023, FY2022 and FY2021?",financebench_id_01077,BESTBUY_2023_10K,BESTBUY_2023_10K_0014,0.019146201200783253
41,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Best Buy in FY2023?",financebench_id_01275,BESTBUY_2023_10K,BESTBUY_2023_10K_0014,0.019121591933071613
42,Was there any drop in Cash & Cash equivalents between FY 2023 and Q2 of FY2024?,financebench_id_00288,BESTBUY_2024Q2_10Q,BESTBUY_2024Q2_10Q_0009,0.019232580438256264
43,Was there any change in the number of Best Buy stores between Q2 of FY2024 and FY2023?,financebench_id_00460,BESTBUY_2024Q2_10Q,BESTBUY_2024Q2_10Q_0009,0.019235696643590927
44,Which Best Buy product category performed the best (by top line) in the domestic (USA) Market during Q2 of FY2024?,financebench_id_01902,BESTBUY_2024Q2_10Q,BESTBUY_2024Q2_10Q_0009,0.01919872034341097
45,"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",financebench_id_04660,BLOCK_2016_10K,BLOCK_2016_10K_0058,0.019595489837229252
46,What is the FY2019 - FY2020 total revenue growth rate for Block (formerly known as Square)? Answer in units of percents and round to one decimal place. Approach the question asked by assuming the standpoint of an investment banking analyst who only has access to the statement of income.,financebench_id_03838,BLOCK_2020_10K,BLOCK_2020_10K_0071,0.022149773314595222
47,"Using the cash flow statement, answer the following question to the best of your abilities: how much did Block (formerly known as Square) generate in cash flow from operating activities in FY2020? Answer in USD millions.",financebench_id_07661,BLOCK_2020_10K,BLOCK_2020_10K_0074,0.019415940158069134
48,"We need to calculate a financial metric by using information only provided within the balance sheet. Please answer the following question: what is Boeing's year end FY2018 net property, plant, and equipment (in USD millions)?",financebench_id_10285,BOEING_2018_10K,BOEING_2018_10K_0016,0.019417214207351208
49,Are there any product categories / service categories that represent more than 20% of Boeing's revenue for FY2022?,financebench_id_00517,BOEING_2022_10K,BOEING_2022_10K_0023,0.0192474452778697
50,Has Boeing reported any materially important ongoing legal battles from FY2022?,financebench_id_01091,BOEING_2022_10K,BOEING_2022_10K_0044,0.019114927388727665
51,"Does Boeing have an improving gross margin profile as of FY2022? If gross margin is not a useful metric for a company like this, then state that and explain why.",financebench_id_00678,BOEING_2022_10K,BOEING_2022_10K_0018,0.01937149651348591
52,Is Boeing's business subject to cyclicality?,financebench_id_00464,BOEING_2022_10K,BOEING_2022_10K_0007,0.018242817372083664
53,What production rate changes is Boeing forecasting for FY2023?,financebench_id_00494,BOEING_2022_10K,BOEING_2022_10K_0007,0.01908538769930601
54,How does Boeing's effective tax rate in FY2022 compare to FY2021?,financebench_id_00585,BOEING_2022_10K,BOEING_2022_10K_0018,0.018882964737713337
55,What is Coca Cola's FY2021 COGS % margin? Calculate what was asked by utilizing the line items clearly shown in the income statement.,financebench_id_09724,COCACOLA_2021_10K,COCACOLA_2021_10K_0016,0.019212798215448856
56,"Taking into account the information outlined in the income statement, what is the FY2019 - FY2021 3 year average unadjusted operating income % margin for Corning? Answer in units of percents and round to one decimal place.",financebench_id_02981,CORNING_2021_10K,CORNING_2021_10K_0140,0.01962203811854124
57,How much has the effective tax rate of Corning changed between FY2021 and FY2022?,financebench_id_01346,CORNING_2022_10K,CORNING_2022_10K_0062_intro,0.019385305233299732
58,"Does Corning have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",financebench_id_00005,CORNING_2022_10K,CORNING_2022_10K_0130,0.019354335963726044
59,"Using only the information within the balance sheet, how much total assets did Costco have at the end of FY2021? Answer in USD millions.",financebench_id_04209,COSTCO_2021_10K,COSTCO_2021_10K_0013,0.01922832988202572
60,Has CVS Health paid dividends to common shareholders in Q2 of FY2022?,financebench_id_01244,CVSHEALTH_2022_10K,CVSHEALTH_2022_10K_0119,0.019190888851881027
61,Were there any board member nominees who had substantially more votes against joining than the other nominees?,financebench_id_00822,FOOTLOCKER_2022_8K_dated-2022-05-20,FOOTLOCKER_2022_8K_dated_2022_05_20_0001,0.019242804497480392
62,Does Foot Locker's new CEO have previous CEO experience in a similar company to Footlocker?,financebench_id_00839,FOOTLOCKER_2022_8K_dated_2022-08-19,FOOTLOCKER_2022_8K_dated_2022_08_19_0001,0.01912015024572611
63,"By drawing conclusions from the information stated only in the statement of financial position, what is General Mills's FY2020 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",financebench_id_03471,GENERALMILLS_2020_10K,GENERALMILLS_2020_10K_0018,0.01957244612276554
64,"According to the information provided in the statement of cash flows, what is the FY2020 free cash flow (FCF) for General Mills? FCF here is defined as: (cash from operations - capex). Answer in USD millions.",financebench_id_04854,GENERALMILLS_2020_10K,GENERALMILLS_2020_10K_0020,0.02296699769794941
65,How did JnJ's US sales growth compare to international sales growth in FY2022?,financebench_id_01484,JOHNSON_JOHNSON_2022Q4_EARNINGS,JOHNSON_JOHNSON_2022Q4_EARNINGS_0001,0.019502131268382072
66,Are JnJ's FY2022 financials that of a high growth company?,financebench_id_00956,JOHNSON_JOHNSON_2022_10K,JOHNSON_JOHNSON_2022_10K_0024,0.019087371416389942
67,"What drove gross margin change as of FY2022 for JnJ? If gross margin is not a useful metric for a company like this, then please state that and explain why.",financebench_id_00669,JOHNSON_JOHNSON_2022_10K,JOHNSON_JOHNSON_2022_10K_0024,0.0193557757884264
68,Did JnJ's net earnings as a percent of sales increase in Q2 of FY2023 compared to Q2 of FY2022?,financebench_id_01487,JOHNSON_JOHNSON_2023Q2_EARNINGS,JOHNSON_JOHNSON_2023Q2_EARNINGS_0012,0.01923694834113121
69,"Which business segment of JnJ will be treated as a discontinued operation from August 30, 2023 onward?",financebench_id_01488,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,0.019212392158806324
70,"What is the amount of the gain accruing to JnJ as a result of the separation of its Consumer Health business segment, as of August 30, 2023?",financebench_id_01490,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,0.01928871776908636
71,"What is the amount of the cash proceeds that JnJ realised from the separation of Kenvue (formerly Consumer Health business segment), as of August 30, 2023?",financebench_id_01491,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,0.019422369077801704
72,Which of JPM's business segments had the lowest net revenue in 2021 Q1?,financebench_id_00299,JPMORGAN_2021Q1_10Q,JPMORGAN_2021Q1_10Q_0024,0.019095794297754765
73,"If JPM went bankrupted by the end by 2021 Q1 and liquidated all of its assets to pay its shareholders, how much could each shareholder get?",financebench_id_02119,JPMORGAN_2021Q1_10Q,JPMORGAN_2021Q1_10Q_0006,0.019428669475018978
74,"In 2022 Q2, which of JPM's business segments had the highest net income?",financebench_id_00394,JPMORGAN_2022Q2_10Q,JPMORGAN_2022Q2_10Q_0025,0.019112927839159966
75,"Are JPM's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",financebench_id_00206,JPMORGAN_2022_10K,JPMORGAN_2022_10K_0002,0.019417322240769863
76,"Looking at VaR, did the risk that JPM faced in the second fiscal quarter of 2023 decrease compared to the same period in the prior year?",financebench_id_02049,JPMORGAN_2023Q2_10Q,JPMORGAN_2023Q2_10Q_0113,0.019266277551651
77,What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current assets less total current liabilities. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the balance sheet.,financebench_id_03031,LOCKHEEDMARTIN_2021_10K,LOCKHEEDMARTIN_2021_10K_0027,0.019676978699862957
78,What is Lockheed Martin's 2 year total revenue CAGR from FY2020 to FY2022 (in units of percents and round to one decimal place)? Provide a response to the question by primarily using the statement of income.,financebench_id_03718,LOCKHEEDMARTIN_2022_10K,LOCKHEEDMARTIN_2022_10K_0020,0.01969747245311737
79,"Basing your judgments off of the balance sheet, what is the year end FY2018 amount of accounts payable for MGM Resorts? Answer in USD millions.",financebench_id_04171,MGMRESORTS_2018_10K,MGMRESORTS_2018_10K_0013,0.019320358522236347
80,Which region had the Highest EBITDAR Contribution for MGM during FY2022?,financebench_id_00382,MGMRESORTS_2022Q4_EARNINGS,MGMRESORTS_2022Q4_EARNINGS_0019,0.01910104975104332
81,What was MGM's interest coverage ratio using FY2022 Adjusted EBIT as the numerator and annual Interest Expense as the denominator?,financebench_id_01911,MGMRESORTS_2022Q4_EARNINGS,MGMRESORTS_2022Q4_EARNINGS_0019,0.019298280589282513
82,Has MGM Resorts paid dividends to common shareholders in FY2022?,financebench_id_01254,MGMRESORTS_2022_10K,MGMRESORTS_2022_10K_0008,0.019044418819248676
83,Which type of debt received the largest investment among the short term investments for MGM in H1 FY2023?,financebench_id_00407,MGMRESORTS_2023Q2_10Q,MGMRESORTS_2023Q2_10Q_0005,0.01919665653258562
84,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to the question by primarily using the statement of income.,financebench_id_04700,MICROSOFT_2016_10K,MICROSOFT_2016_10K_0014_intro,0.01932444702833891
85,Has Microsoft increased its debt on balance sheet between FY2023 and the FY2022 period?,financebench_id_00552,MICROSOFT_2023_10K,MICROSOFT_2023_10K_0014,0.019220750778913498
86,What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments on the information provided primarily in the balance sheet.,financebench_id_03282,NETFLIX_2017_10K,NETFLIX_2017_10K_0024,0.019327973946928978
87,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the statement of income, what is Nike's three year average of cost of goods sold as a % of revenue from FY2016 to FY2018? Answer in units of percents and round to one decimal place.",financebench_id_04302,NIKE_2018_10K,NIKE_2018_10K_0026,0.020651155151426792
88,"According to the details clearly outlined within the balance sheet, how much total current assets did Nike have at the end of FY2019? Answer in USD millions.",financebench_id_03531,NIKE_2019_10K,NIKE_2019_10K_0026,0.019278340972959995
89,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Nike in FY2023?",financebench_id_01163,NIKE_2023_10K,NIKE_2023_10K_0026,0.019202379509806633
90,"Does Paypal have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",financebench_id_00080,PAYPAL_2022_10K,PAYPAL_2022_10K_0034,0.0193156311288476
91,What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows.,financebench_id_04980,PEPSICO_2021_10K,PEPSICO_2021_10K_0123,0.019520114175975323
92,Has Pepsico reported any materially important ongoing legal battles from FY2022 and FY2021?,financebench_id_00735,PEPSICO_2022_10K,PEPSICO_2022_10K_0058,0.019384522922337055
93,What is the quantity of restructuring costs directly outlined in Pepsico's income statements for FY2022? If restructuring costs are not explicitly outlined then state 0.,financebench_id_01328,PEPSICO_2022_10K,PEPSICO_2022_10K_0150,0.01930178701877594
94,"As of FY2023Q1, why did Pepsico raise full year guidance for FY2023?",financebench_id_01474,PEPSICO_2023Q1_EARNINGS,PEPSICO_2023Q1_EARNINGS_0000,0.01938729640096426
95,"As of FY2023Q1, by how many percentage points did Pepsico raise full year guidance in respect of core constant currency EPS growth?",financebench_id_01476,PEPSICO_2023Q1_EARNINGS,PEPSICO_2023Q1_EARNINGS_0000,0.019201629795134068
96,"At the Pepsico AGM held on May 3, 2023, what was the outcome of the shareholder vote on the shareholder proposal for a congruency report by Pepsico on net-zero emissions policies?",financebench_id_01482,PEPSICO_2023_8K_dated-2023-05-05,PEPSICO_2023_8K_dated_2023_05_05_0001,0.019358756951987743
97,"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?",financebench_id_00705,PEPSICO_2023_8K_dated-2023-05-30,PEPSICO_2023_8K_dated_2023_05_30_0001,0.019221927970647812
98,"As of May 26, 2023, what is the total amount Pepsico may borrow under its unsecured revolving credit agreements?",financebench_id_00882,PEPSICO_2023_8K_dated-2023-05-30,PEPSICO_2023_8K_dated_2023_05_30_0001,0.01924927718937397
99,Did Pfizer grow its PPNE between FY20 and FY21?,financebench_id_00302,PFIZER_2021_10K,PFIZER_2021_10K_0038,0.019077458418905735
100,Were there any potential events that are not in Pfizer's standard business operations that substantially increased net income in 2019?,financebench_id_00702,PFIZER_2021_10K,PFIZER_2021_10K_0036,0.01929442211985588
101,What drove the reduction in SG&A expense as a percent of net sales in FY2023?,financebench_id_00601,ULTABEAUTY_2023Q4_EARNINGS,ULTABEAUTY_2023Q4_EARNINGS_0002,0.019143381156027317
102,What drove the increase in Ulta Beauty's merchandise inventories balance at end of FY2023?,financebench_id_00603,ULTABEAUTY_2023Q4_EARNINGS,ULTABEAUTY_2023Q4_EARNINGS_0003,0.019177020527422428
103,What percent of Ulta Beauty's total spend on stock repurchases for FY 2023 occurred in Q4 of FY2023?,financebench_id_00605,ULTABEAUTY_2023Q4_EARNINGS,ULTABEAUTY_2023Q4_EARNINGS_0004,0.01926508918404579
104,Did Ulta Beauty's wages expense as a percent of net sales increase or decrease in FY2023?,financebench_id_00606,ULTABEAUTY_2023Q4_EARNINGS,ULTABEAUTY_2023Q4_EARNINGS_0002,0.019140479154884815
105,Which debt securities are registered to trade on a national securities exchange under Ulta Beauty's name as of FY2023?,financebench_id_00746,ULTABEAUTY_2023_10K,ULTABEAUTY_2023_10K_0000,0.01914621703326702
106,What are major acquisitions that Ulta Beauty has done in FY2023 and FY2022?,financebench_id_00521,ULTABEAUTY_2023_10K,ULTABEAUTY_2023_10K_0027,0.019148636609315872
107,"Among all of the derivative instruments that Verizon used to manage the exposure to fluctuations of foreign currencies exchange rates or interest rates, which one had the highest notional value in FY 2021?",financebench_id_00859,VERIZON_2021_10K,VERIZON_2021_10K_0098_intro,0.019602824933826923
108,"Does Verizon have a reasonably healthy liquidity profile based on its quick ratio for FY 2022? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",financebench_id_00216,VERIZON_2022_10K,VERIZON_2022_10K_0018,0.019326291047036648
109,Has Verizon increased its debt on balance sheet between 2022 and the 2021 fiscal period?,financebench_id_00566,VERIZON_2022_10K,VERIZON_2022_10K_0068_intro,0.019159247167408466
110,"Based on the information provided primarily in the statement of income, what is the FY2018 - FY2019 change in unadjusted operating income % margin for Walmart? Answer in units of percents and round to one decimal place.",financebench_id_04784,WALMART_2019_10K,WALMART_2019_10K_0013,0.019512485712766647
