query_index,query,financebench_id,doc_name,ground_truth_chunk_id,embedding_latency_seconds
16,What Was AMCOR's Adjusted Non GAAP EBITDA for FY 2023,financebench_id_01928,AMCOR_2023Q4_EARNINGS,AMCOR_2023Q4_EARNINGS_0018,0.01672788430005312
17,"How much was the Real change in Sales for AMCOR in FY 2023 vs FY 2022, if we exclude the impact of FX movement, passthrough costs and one-off items?",financebench_id_01930,AMCOR_2023Q4_EARNINGS,AMCOR_2023Q4_EARNINGS_0017,0.016764016821980476
18,"Has AMCOR's quick ratio improved or declined between FY2023 and FY2022? If the quick ratio is not something that a financial analyst would ask about a company like this, then state that and explain why.",financebench_id_00799,AMCOR_2023_10K,AMCOR_2023_10K_0016,0.016919282265007496
19,"What are major acquisitions that AMCOR has done in FY2023, FY2022 and FY2021?",financebench_id_01079,AMCOR_2023_10K,AMCOR_2023_10K_0019,0.016737336292862892
20,What industry does AMCOR primarily operate in?,financebench_id_01148,AMCOR_2023_10K,AMCOR_2023_10K_0001,0.016710269264876842
21,"Does AMCOR have an improving gross margin profile as of FY2023? If gross margin is not a useful metric for a company like this, then state that and explain why.",financebench_id_00684,AMCOR_2023_10K,AMCOR_2023_10K_0014,0.019462411291897297
22,"Does AMD have a reasonably healthy liquidity profile based on its quick ratio for FY22? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",financebench_id_00222,AMD_2022_10K,AMD_2022_10K_0014,0.01667348761111498
23,What are the major products and services that AMD sells as of FY22?,financebench_id_00995,AMD_2022_10K,AMD_2022_10K_0002,0.016630803234875202
24,What drove revenue change as of the FY22 for AMD?,financebench_id_01198,AMD_2022_10K,AMD_2022_10K_0012,0.016734983772039413
25,"What drove operating margin change as of the FY22 for AMD? If operating margin is not a useful metric for a company like this, then please state that and explain why.",financebench_id_00917,AMD_2022_10K,AMD_2022_10K_0012,0.016826186329126358
26,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for AMD in FY22?",financebench_id_01279,AMD_2022_10K,AMD_2022_10K_0014,0.016580303199589252
27,"From FY21 to FY22, excluding Embedded, in which AMD reporting segment did sales proportionally increase the most?",financebench_id_00563,AMD_2022_10K,AMD_2022_10K_0012,0.01662566140294075
28,Did AMD report customer concentration in FY22?,financebench_id_00757,AMD_2022_10K,AMD_2022_10K_0003,0.01652399729937315
29,Which debt securities are registered to trade on a national securities exchange under American Express' name as of 2022?,financebench_id_00476,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0000,0.016544136218726635
30,What are the geographies that American Express primarily operates in as of 2022?,financebench_id_01028,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0116,0.016705278307199478
31,"Does AMEX have an improving operating margin profile as of 2022? If operating margin is not a useful metric for a company like this, then state that and explain why.",financebench_id_00723,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0028,0.016743818297982216
32,"What drove gross margin change as of the FY2022 for American Express? If gross margin is not a useful metric for a company like this, then please state that and explain why.",financebench_id_00720,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0028,0.01661767717450857
33,How much has the effective tax rate of American Express changed between FY2021 and FY2022?,financebench_id_01351,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0016,0.016808279789984226
34,What was the largest liability in American Express's Balance Sheet in 2022?,financebench_id_01964,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0028,0.016667697578668594
35,Was American Express able to retain card members during 2022?,financebench_id_01981,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K_0016,0.07911909185349941
36,How much (in USD billions) did American Water Works pay out in cash dividends for FY2020? Compute or extract the answer by primarily using the details outlined in the statement of cash flows.,financebench_id_05718,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS_2020_10K_0025,0.016904805786907673
37,"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 year average net profit margin (as a %) for Best Buy? Answer in units of percents and round to one decimal place.",financebench_id_02608,BESTBUY_2017_10K,BESTBUY_2017_10K_0068,0.01690581813454628
38,What is the year end FY2019 total amount of inventories for Best Buy? Answer in USD millions. Base your judgments on the information provided primarily in the balance sheet.,financebench_id_04417,BESTBUY_2019_10K,BESTBUY_2019_10K_0064,0.016835294663906097
39,"Are Best Buy's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",financebench_id_00685,BESTBUY_2023_10K,BESTBUY_2023_10K_0014,0.016801579855382442
40,"What are major acquisitions that Best Buy has done in FY2023, FY2022 and FY2021?",financebench_id_01077,BESTBUY_2023_10K,BESTBUY_2023_10K_0014,0.016553012654185295
41,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Best Buy in FY2023?",financebench_id_01275,BESTBUY_2023_10K,BESTBUY_2023_10K_0014,0.016646908596158028
42,Was there any drop in Cash & Cash equivalents between FY 2023 and Q2 of FY2024?,financebench_id_00288,BESTBUY_2024Q2_10Q,BESTBUY_2024Q2_10Q_0009,0.016767567954957485
43,Was there any change in the number of Best Buy stores between Q2 of FY2024 and FY2023?,financebench_id_00460,BESTBUY_2024Q2_10Q,BESTBUY_2024Q2_10Q_0009,0.01657981611788273
44,Which Best Buy product category performed the best (by top line) in the domestic (USA) Market during Q2 of FY2024?,financebench_id_01902,BESTBUY_2024Q2_10Q,BESTBUY_2024Q2_10Q_0009,0.016749090515077114
45,"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",financebench_id_04660,BLOCK_2016_10K,BLOCK_2016_10K_0058,0.017099520191550255
46,What is the FY2019 - FY2020 total revenue growth rate for Block (formerly known as Square)? Answer in units of percents and round to one decimal place. Approach the question asked by assuming the standpoint of an investment banking analyst who only has access to the statement of income.,financebench_id_03838,BLOCK_2020_10K,BLOCK_2020_10K_0071,0.017609461210668087
47,"Using the cash flow statement, answer the following question to the best of your abilities: how much did Block (formerly known as Square) generate in cash flow from operating activities in FY2020? Answer in USD millions.",financebench_id_07661,BLOCK_2020_10K,BLOCK_2020_10K_0074,0.016950376331806183
48,"We need to calculate a financial metric by using information only provided within the balance sheet. Please answer the following question: what is Boeing's year end FY2018 net property, plant, and equipment (in USD millions)?",financebench_id_10285,BOEING_2018_10K,BOEING_2018_10K_0016,0.016791319474577904
49,Are there any product categories / service categories that represent more than 20% of Boeing's revenue for FY2022?,financebench_id_00517,BOEING_2022_10K,BOEING_2022_10K_0023,0.016844401136040688
50,Has Boeing reported any materially important ongoing legal battles from FY2022?,financebench_id_01091,BOEING_2022_10K,BOEING_2022_10K_0044,0.016765092499554157
51,"Does Boeing have an improving gross margin profile as of FY2022? If gross margin is not a useful metric for a company like this, then state that and explain why.",financebench_id_00678,BOEING_2022_10K,BOEING_2022_10K_0018,0.01699238456785679
52,Is Boeing's business subject to cyclicality?,financebench_id_00464,BOEING_2022_10K,BOEING_2022_10K_0007,0.018438169732689857
53,What production rate changes is Boeing forecasting for FY2023?,financebench_id_00494,BOEING_2022_10K,BOEING_2022_10K_0007,0.016762198880314827
54,How does Boeing's effective tax rate in FY2022 compare to FY2021?,financebench_id_00585,BOEING_2022_10K,BOEING_2022_10K_0018,0.016819595359265804
55,What is Coca Cola's FY2021 COGS % margin? Calculate what was asked by utilizing the line items clearly shown in the income statement.,financebench_id_09724,COCACOLA_2021_10K,COCACOLA_2021_10K_0016,0.016855076886713505
56,"Taking into account the information outlined in the income statement, what is the FY2019 - FY2021 3 year average unadjusted operating income % margin for Corning? Answer in units of percents and round to one decimal place.",financebench_id_02981,CORNING_2021_10K,CORNING_2021_10K_0140,0.017300523817539215
57,How much has the effective tax rate of Corning changed between FY2021 and FY2022?,financebench_id_01346,CORNING_2022_10K,CORNING_2022_10K_0062_intro,0.016802445985376835
58,"Does Corning have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",financebench_id_00005,CORNING_2022_10K,CORNING_2022_10K_0130,0.01689187064766884
59,"Using only the information within the balance sheet, how much total assets did Costco have at the end of FY2021? Answer in USD millions.",financebench_id_04209,COSTCO_2021_10K,COSTCO_2021_10K_0013,0.01840456947684288
60,Has CVS Health paid dividends to common shareholders in Q2 of FY2022?,financebench_id_01244,CVSHEALTH_2022_10K,CVSHEALTH_2022_10K_0119,0.016928033903241158
61,Were there any board member nominees who had substantially more votes against joining than the other nominees?,financebench_id_00822,FOOTLOCKER_2022_8K_dated-2022-05-20,FOOTLOCKER_2022_8K_dated_2022_05_20_0001,0.0167104359716177
62,Does Foot Locker's new CEO have previous CEO experience in a similar company to Footlocker?,financebench_id_00839,FOOTLOCKER_2022_8K_dated_2022-08-19,FOOTLOCKER_2022_8K_dated_2022_08_19_0001,0.016648145392537117
63,"By drawing conclusions from the information stated only in the statement of financial position, what is General Mills's FY2020 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",financebench_id_03471,GENERALMILLS_2020_10K,GENERALMILLS_2020_10K_0018,0.017114427872002125
64,"According to the information provided in the statement of cash flows, what is the FY2020 free cash flow (FCF) for General Mills? FCF here is defined as: (cash from operations - capex). Answer in USD millions.",financebench_id_04854,GENERALMILLS_2020_10K,GENERALMILLS_2020_10K_0020,0.016849691048264503
65,How did JnJ's US sales growth compare to international sales growth in FY2022?,financebench_id_01484,JOHNSON_JOHNSON_2022Q4_EARNINGS,JOHNSON_JOHNSON_2022Q4_EARNINGS_0001,0.016686124727129936
66,Are JnJ's FY2022 financials that of a high growth company?,financebench_id_00956,JOHNSON_JOHNSON_2022_10K,JOHNSON_JOHNSON_2022_10K_0024,0.016855976544320583
67,"What drove gross margin change as of FY2022 for JnJ? If gross margin is not a useful metric for a company like this, then please state that and explain why.",financebench_id_00669,JOHNSON_JOHNSON_2022_10K,JOHNSON_JOHNSON_2022_10K_0024,0.016750365495681763
68,Did JnJ's net earnings as a percent of sales increase in Q2 of FY2023 compared to Q2 of FY2022?,financebench_id_01487,JOHNSON_JOHNSON_2023Q2_EARNINGS,JOHNSON_JOHNSON_2023Q2_EARNINGS_0012,0.016824601218104362
69,"Which business segment of JnJ will be treated as a discontinued operation from August 30, 2023 onward?",financebench_id_01488,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,0.017462972551584244
70,"What is the amount of the gain accruing to JnJ as a result of the separation of its Consumer Health business segment, as of August 30, 2023?",financebench_id_01490,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,0.01711141411215067
71,"What is the amount of the cash proceeds that JnJ realised from the separation of Kenvue (formerly Consumer Health business segment), as of August 30, 2023?",financebench_id_01491,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,0.016936389729380608
72,Which of JPM's business segments had the lowest net revenue in 2021 Q1?,financebench_id_00299,JPMORGAN_2021Q1_10Q,JPMORGAN_2021Q1_10Q_0024,0.01665907632559538
73,"If JPM went bankrupted by the end by 2021 Q1 and liquidated all of its assets to pay its shareholders, how much could each shareholder get?",financebench_id_02119,JPMORGAN_2021Q1_10Q,JPMORGAN_2021Q1_10Q_0006,0.016762963496148586
74,"In 2022 Q2, which of JPM's business segments had the highest net income?",financebench_id_00394,JPMORGAN_2022Q2_10Q,JPMORGAN_2022Q2_10Q_0025,0.017131194472312927
75,"Are JPM's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",financebench_id_00206,JPMORGAN_2022_10K,JPMORGAN_2022_10K_0002,0.01675046980381012
76,"Looking at VaR, did the risk that JPM faced in the second fiscal quarter of 2023 decrease compared to the same period in the prior year?",financebench_id_02049,JPMORGAN_2023Q2_10Q,JPMORGAN_2023Q2_10Q_0113,0.016735265962779522
77,What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current assets less total current liabilities. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the balance sheet.,financebench_id_03031,LOCKHEEDMARTIN_2021_10K,LOCKHEEDMARTIN_2021_10K_0027,0.01751254964619875
78,What is Lockheed Martin's 2 year total revenue CAGR from FY2020 to FY2022 (in units of percents and round to one decimal place)? Provide a response to the question by primarily using the statement of income.,financebench_id_03718,LOCKHEEDMARTIN_2022_10K,LOCKHEEDMARTIN_2022_10K_0020,0.016779102385044098
79,"Basing your judgments off of the balance sheet, what is the year end FY2018 amount of accounts payable for MGM Resorts? Answer in USD millions.",financebench_id_04171,MGMRESORTS_2018_10K,MGMRESORTS_2018_10K_0013,0.016909861005842686
80,Which region had the Highest EBITDAR Contribution for MGM during FY2022?,financebench_id_00382,MGMRESORTS_2022Q4_EARNINGS,MGMRESORTS_2022Q4_EARNINGS_0019,0.016638954170048237
81,What was MGM's interest coverage ratio using FY2022 Adjusted EBIT as the numerator and annual Interest Expense as the denominator?,financebench_id_01911,MGMRESORTS_2022Q4_EARNINGS,MGMRESORTS_2022Q4_EARNINGS_0019,0.016862865537405014
82,Has MGM Resorts paid dividends to common shareholders in FY2022?,financebench_id_01254,MGMRESORTS_2022_10K,MGMRESORTS_2022_10K_0008,0.016678908839821815
83,Which type of debt received the largest investment among the short term investments for MGM in H1 FY2023?,financebench_id_00407,MGMRESORTS_2023Q2_10Q,MGMRESORTS_2023Q2_10Q_0005,0.0191954318434
84,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to the question by primarily using the statement of income.,financebench_id_04700,MICROSOFT_2016_10K,MICROSOFT_2016_10K_0014_intro,0.02829444594681263
85,Has Microsoft increased its debt on balance sheet between FY2023 and the FY2022 period?,financebench_id_00552,MICROSOFT_2023_10K,MICROSOFT_2023_10K_0014,0.01687267329543829
86,What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments on the information provided primarily in the balance sheet.,financebench_id_03282,NETFLIX_2017_10K,NETFLIX_2017_10K_0024,0.016594205982983112
87,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the statement of income, what is Nike's three year average of cost of goods sold as a % of revenue from FY2016 to FY2018? Answer in units of percents and round to one decimal place.",financebench_id_04302,NIKE_2018_10K,NIKE_2018_10K_0026,0.021915242075920105
88,"According to the details clearly outlined within the balance sheet, how much total current assets did Nike have at the end of FY2019? Answer in USD millions.",financebench_id_03531,NIKE_2019_10K,NIKE_2019_10K_0026,0.016789915040135384
89,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Nike in FY2023?",financebench_id_01163,NIKE_2023_10K,NIKE_2023_10K_0026,0.016661042347550392
90,"Does Paypal have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",financebench_id_00080,PAYPAL_2022_10K,PAYPAL_2022_10K_0034,0.016803087666630745
91,What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows.,financebench_id_04980,PEPSICO_2021_10K,PEPSICO_2021_10K_0123,0.016830964013934135
92,Has Pepsico reported any materially important ongoing legal battles from FY2022 and FY2021?,financebench_id_00735,PEPSICO_2022_10K,PEPSICO_2022_10K_0058,0.01657169032841921
93,What is the quantity of restructuring costs directly outlined in Pepsico's income statements for FY2022? If restructuring costs are not explicitly outlined then state 0.,financebench_id_01328,PEPSICO_2022_10K,PEPSICO_2022_10K_0150,0.01697629038244486
94,"As of FY2023Q1, why did Pepsico raise full year guidance for FY2023?",financebench_id_01474,PEPSICO_2023Q1_EARNINGS,PEPSICO_2023Q1_EARNINGS_0000,0.01663563959300518
95,"As of FY2023Q1, by how many percentage points did Pepsico raise full year guidance in respect of core constant currency EPS growth?",financebench_id_01476,PEPSICO_2023Q1_EARNINGS,PEPSICO_2023Q1_EARNINGS_0000,0.01675446890294552
96,"At the Pepsico AGM held on May 3, 2023, what was the outcome of the shareholder vote on the shareholder proposal for a congruency report by Pepsico on net-zero emissions policies?",financebench_id_01482,PEPSICO_2023_8K_dated-2023-05-05,PEPSICO_2023_8K_dated_2023_05_05_0001,0.01823216676712036
97,"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?",financebench_id_00705,PEPSICO_2023_8K_dated-2023-05-30,PEPSICO_2023_8K_dated_2023_05_30_0001,0.01675337553024292
98,"As of May 26, 2023, what is the total amount Pepsico may borrow under its unsecured revolving credit agreements?",financebench_id_00882,PEPSICO_2023_8K_dated-2023-05-30,PEPSICO_2023_8K_dated_2023_05_30_0001,0.016673251055181026
99,Did Pfizer grow its PPNE between FY20 and FY21?,financebench_id_00302,PFIZER_2021_10K,PFIZER_2021_10K_0038,0.016679005697369576
100,Were there any potential events that are not in Pfizer's standard business operations that substantially increased net income in 2019?,financebench_id_00702,PFIZER_2021_10K,PFIZER_2021_10K_0036,0.016722550615668297
101,What drove the reduction in SG&A expense as a percent of net sales in FY2023?,financebench_id_00601,ULTABEAUTY_2023Q4_EARNINGS,ULTABEAUTY_2023Q4_EARNINGS_0002,0.016918056644499302
102,What drove the increase in Ulta Beauty's merchandise inventories balance at end of FY2023?,financebench_id_00603,ULTABEAUTY_2023Q4_EARNINGS,ULTABEAUTY_2023Q4_EARNINGS_0003,0.01680728793144226
103,What percent of Ulta Beauty's total spend on stock repurchases for FY 2023 occurred in Q4 of FY2023?,financebench_id_00605,ULTABEAUTY_2023Q4_EARNINGS,ULTABEAUTY_2023Q4_EARNINGS_0004,0.016774825751781464
104,Did Ulta Beauty's wages expense as a percent of net sales increase or decrease in FY2023?,financebench_id_00606,ULTABEAUTY_2023Q4_EARNINGS,ULTABEAUTY_2023Q4_EARNINGS_0002,0.01689126528799534
105,Which debt securities are registered to trade on a national securities exchange under Ulta Beauty's name as of FY2023?,financebench_id_00746,ULTABEAUTY_2023_10K,ULTABEAUTY_2023_10K_0000,0.016780256293714046
106,What are major acquisitions that Ulta Beauty has done in FY2023 and FY2022?,financebench_id_00521,ULTABEAUTY_2023_10K,ULTABEAUTY_2023_10K_0027,0.03231583721935749
107,"Among all of the derivative instruments that Verizon used to manage the exposure to fluctuations of foreign currencies exchange rates or interest rates, which one had the highest notional value in FY 2021?",financebench_id_00859,VERIZON_2021_10K,VERIZON_2021_10K_0098_intro,0.026810485869646072
108,"Does Verizon have a reasonably healthy liquidity profile based on its quick ratio for FY 2022? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",financebench_id_00216,VERIZON_2022_10K,VERIZON_2022_10K_0018,0.03338325209915638
109,Has Verizon increased its debt on balance sheet between 2022 and the 2021 fiscal period?,financebench_id_00566,VERIZON_2022_10K,VERIZON_2022_10K_0068_intro,0.016798250377178192
110,"Based on the information provided primarily in the statement of income, what is the FY2018 - FY2019 change in unadjusted operating income % margin for Walmart? Answer in units of percents and round to one decimal place.",financebench_id_04784,WALMART_2019_10K,WALMART_2019_10K_0013,0.01696809846907854
