answer_id,dataset,configuration_id,method,retrieval_model,variant,top_m,query_id,financebench_id,doc_name,retrieval_setting,top_k,ground_truth_chunk_id,retrieved_chunk_ids,correct_chunk_retrieved,judge_category
FinanceBench::bm25::financebench_id_08286::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_08286,financebench_id_08286,AMAZON_2019_10K,top_1,1,AMAZON_2019_10K_0016,BOEING_2022_10K_0023,no,no_answer
FinanceBench::bm25::financebench_id_08286::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_08286,financebench_id_08286,AMAZON_2019_10K,top_5,5,AMAZON_2019_10K_0016,BOEING_2022_10K_0023|WALMART_2019_10K_0013|3M_2023Q2_10Q_0009|3M_2023Q2_10Q_0003|3M_2023Q2_10Q_0028,no,no_answer
FinanceBench::bm25::financebench_id_03882::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_03882,financebench_id_03882,AMCOR_2020_10K,top_1,1,AMCOR_2020_10K_0017,WALMART_2019_10K_0013,no,no_answer
FinanceBench::bm25::financebench_id_03882::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_03882,financebench_id_03882,AMCOR_2020_10K,top_5,5,AMCOR_2020_10K_0017,WALMART_2019_10K_0013|BESTBUY_2019_10K_0076|BESTBUY_2017_10K_0079|BLOCK_2016_10K_0068|VERIZON_2021_10K_0016,no,no_answer
FinanceBench::bm25::financebench_id_01935::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01935,financebench_id_01935,AMCOR_2022_8K_dated-2022-07-01,top_5,5,AMCOR_2022_8K_dated_2022_07_01_0001,AMCOR_2023_10K_0032|BESTBUY_2017_10K_0166|AMCOR_2020_10K_0119|BESTBUY_2019_10K_0172|ADOBE_2022_10K_0025,no,incorrect
FinanceBench::bm25::financebench_id_01936::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01936,financebench_id_01936,AMCOR_2023Q2_10Q,top_1,1,AMCOR_2023Q2_10Q_0011,JOHNSON_JOHNSON_2023Q2_EARNINGS_0016,no,no_answer
FinanceBench::bm25::financebench_id_01936::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01936,financebench_id_01936,AMCOR_2023Q2_10Q,top_5,5,AMCOR_2023Q2_10Q_0011,JOHNSON_JOHNSON_2023Q2_EARNINGS_0016|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0020|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0018|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0019|AES_2022_10K_0185,no,no_answer
FinanceBench::bm25::financebench_id_01928::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01928,financebench_id_01928,AMCOR_2023Q4_EARNINGS,top_5,5,AMCOR_2023Q4_EARNINGS_0018,AMCOR_2023Q4_EARNINGS_0011|AMCOR_2023Q4_EARNINGS_0015|AMCOR_2023Q4_EARNINGS_0000|MGMRESORTS_2022Q4_EARNINGS_0018|JOHNSON_JOHNSON_2023Q2_EARNINGS_0000,no,correct
FinanceBench::bm25::financebench_id_01930::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01930,financebench_id_01930,AMCOR_2023Q4_EARNINGS,top_1,1,AMCOR_2023Q4_EARNINGS_0017,AMCOR_2023Q2_10Q_0016,no,no_answer
FinanceBench::bm25::financebench_id_00799::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00799,financebench_id_00799,AMCOR_2023_10K,top_1,1,AMCOR_2023_10K_0016,AMERICANEXPRESS_2022_10K_0112,no,no_answer
FinanceBench::bm25::financebench_id_00799::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00799,financebench_id_00799,AMCOR_2023_10K,top_5,5,AMCOR_2023_10K_0016,AMERICANEXPRESS_2022_10K_0112|JPMORGAN_2023Q2_10Q_0065|3M_2023Q2_10Q_0018|MGMRESORTS_2018_10K_0227_intro|JPMORGAN_2022_10K_0409_intro,no,no_answer
FinanceBench::bm25::financebench_id_01079::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01079,financebench_id_01079,AMCOR_2023_10K,top_1,1,AMCOR_2023_10K_0019,AMCOR_2022_8K_dated_2022_07_01_0018,no,no_answer
FinanceBench::bm25::financebench_id_01079::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01079,financebench_id_01079,AMCOR_2023_10K,top_5,5,AMCOR_2023_10K_0019,AMCOR_2022_8K_dated_2022_07_01_0018|AMCOR_2022_8K_dated_2022_07_01_0006|AMCOR_2020_10K_0150|AMCOR_2020_10K_0002|AMCOR_2020_10K_0021,no,no_answer
FinanceBench::bm25::financebench_id_01148::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01148,financebench_id_01148,AMCOR_2023_10K,top_1,1,AMCOR_2023_10K_0001,AMCOR_2023_10K_0002,no,correct
FinanceBench::bm25::financebench_id_01148::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01148,financebench_id_01148,AMCOR_2023_10K,top_5,5,AMCOR_2023_10K_0001,AMCOR_2023_10K_0002|AMCOR_2020_10K_0001|AMCOR_2020_10K_0002|BLOCK_2016_10K_0012|BLOCK_2020_10K_0013,no,correct
FinanceBench::bm25::financebench_id_00684::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00684,financebench_id_00684,AMCOR_2023_10K,top_1,1,AMCOR_2023_10K_0014,CORNING_2021_10K_0064,no,no_answer
FinanceBench::bm25::financebench_id_00684::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00684,financebench_id_00684,AMCOR_2023_10K,top_5,5,AMCOR_2023_10K_0014,CORNING_2021_10K_0064|CORNING_2022_10K_0064|CORNING_2021_10K_0154|MICROSOFT_2023_10K_0012|CORNING_2022_10K_0062_intro,no,no_answer
FinanceBench::bm25::financebench_id_00222::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00222,financebench_id_00222,AMD_2022_10K,top_1,1,AMD_2022_10K_0014,CORNING_2021_10K_0101,no,no_answer
FinanceBench::bm25::financebench_id_00222::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00222,financebench_id_00222,AMD_2022_10K,top_5,5,AMD_2022_10K_0014,CORNING_2021_10K_0101|JPMORGAN_2023Q2_10Q_0079|BESTBUY_2017_10K_0016|JPMORGAN_2022_10K_0129|JPMORGAN_2021Q1_10Q_0073,no,no_answer
FinanceBench::bm25::financebench_id_01198::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01198,financebench_id_01198,AMD_2022_10K,top_1,1,AMD_2022_10K_0012,BESTBUY_2017_10K_0022,no,no_answer
FinanceBench::bm25::financebench_id_01198::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01198,financebench_id_01198,AMD_2022_10K,top_5,5,AMD_2022_10K_0012,BESTBUY_2017_10K_0022|AMD_2022_10K_0003|AMD_2022_10K_0012|AMD_2022_10K_0002|AMD_2022_10K_0028,yes,correct
FinanceBench::bm25::financebench_id_01279::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01279,financebench_id_01279,AMD_2022_10K,top_1,1,AMD_2022_10K_0014,AMD_2022_10K_0012,no,correct
FinanceBench::bm25::financebench_id_00563::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00563,financebench_id_00563,AMD_2022_10K,top_5,5,AMD_2022_10K_0012,AMD_2022_10K_0012|AMD_2022_10K_0003|AMD_2022_10K_0028|BESTBUY_2017_10K_0024_intro|AMCOR_2023Q2_10Q_0016,yes,correct
FinanceBench::bm25::financebench_id_00476::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00476,financebench_id_00476,AMERICANEXPRESS_2022_10K,top_1,1,AMERICANEXPRESS_2022_10K_0000,AMERICANEXPRESS_2022_10K_0000,yes,correct
FinanceBench::bm25::financebench_id_00476::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00476,financebench_id_00476,AMERICANEXPRESS_2022_10K,top_5,5,AMERICANEXPRESS_2022_10K_0000,AMERICANEXPRESS_2022_10K_0000|AMERICANEXPRESS_2022_10K_0019|AMERICANEXPRESS_2022_10K_0132|AMERICANEXPRESS_2022_10K_0001|AMERICANEXPRESS_2022_10K_0109_intro,yes,correct
FinanceBench::bm25::financebench_id_01028::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01028,financebench_id_01028,AMERICANEXPRESS_2022_10K,top_1,1,AMERICANEXPRESS_2022_10K_0116,AMERICANEXPRESS_2022_10K_0019,no,no_answer
FinanceBench::bm25::financebench_id_01028::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01028,financebench_id_01028,AMERICANEXPRESS_2022_10K,top_5,5,AMERICANEXPRESS_2022_10K_0116,AMERICANEXPRESS_2022_10K_0019|AMERICANEXPRESS_2022_10K_0120|AMERICANEXPRESS_2022_10K_0109_intro|AMERICANEXPRESS_2022_10K_0132|AMERICANEXPRESS_2022_10K_0003,no,incorrect
FinanceBench::bm25::financebench_id_00723::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00723,financebench_id_00723,AMERICANEXPRESS_2022_10K,top_1,1,AMERICANEXPRESS_2022_10K_0028,PEPSICO_2021_10K_0083,no,no_answer
FinanceBench::bm25::financebench_id_00723::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00723,financebench_id_00723,AMERICANEXPRESS_2022_10K,top_5,5,AMERICANEXPRESS_2022_10K_0028,PEPSICO_2021_10K_0083|AES_2022_10K_0164|PEPSICO_2022_10K_0077_intro|MICROSOFT_2023_10K_0012|CVSHEALTH_2022_10K_0096,no,no_answer
FinanceBench::bm25::financebench_id_00720::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00720,financebench_id_00720,AMERICANEXPRESS_2022_10K,top_1,1,AMERICANEXPRESS_2022_10K_0028,CORNING_2021_10K_0064,no,no_answer
FinanceBench::bm25::financebench_id_00720::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00720,financebench_id_00720,AMERICANEXPRESS_2022_10K,top_5,5,AMERICANEXPRESS_2022_10K_0028,CORNING_2021_10K_0064|CORNING_2022_10K_0064|MICROSOFT_2023_10K_0012|GENERALMILLS_2020_10K_0010|CORNING_2022_10K_0062_intro,no,no_answer
FinanceBench::bm25::financebench_id_01351::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01351,financebench_id_01351,AMERICANEXPRESS_2022_10K,top_1,1,AMERICANEXPRESS_2022_10K_0016,AMERICANEXPRESS_2022_10K_0132,no,no_answer
FinanceBench::bm25::financebench_id_01351::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01351,financebench_id_01351,AMERICANEXPRESS_2022_10K,top_5,5,AMERICANEXPRESS_2022_10K_0016,AMERICANEXPRESS_2022_10K_0132|AMERICANEXPRESS_2022_10K_0109_intro|AMERICANEXPRESS_2022_10K_0019|AMERICANEXPRESS_2022_10K_0139|AMERICANEXPRESS_2022_10K_0202,no,no_answer
FinanceBench::bm25::financebench_id_01964::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01964,financebench_id_01964,AMERICANEXPRESS_2022_10K,top_1,1,AMERICANEXPRESS_2022_10K_0028,AMERICANEXPRESS_2022_10K_0113,no,no_answer
FinanceBench::bm25::financebench_id_01964::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01964,financebench_id_01964,AMERICANEXPRESS_2022_10K,top_5,5,AMERICANEXPRESS_2022_10K_0028,AMERICANEXPRESS_2022_10K_0113|AMERICANEXPRESS_2022_10K_0019|VERIZON_2022_10K_0067|VERIZON_2021_10K_0071_intro|AMERICANEXPRESS_2022_10K_0021,no,no_answer
FinanceBench::bm25::financebench_id_01981::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01981,financebench_id_01981,AMERICANEXPRESS_2022_10K,top_1,1,AMERICANEXPRESS_2022_10K_0016,AMERICANEXPRESS_2022_10K_0003,no,no_answer
FinanceBench::bm25::financebench_id_01981::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01981,financebench_id_01981,AMERICANEXPRESS_2022_10K,top_5,5,AMERICANEXPRESS_2022_10K_0016,AMERICANEXPRESS_2022_10K_0003|AMERICANEXPRESS_2022_10K_0036|AMERICANEXPRESS_2022_10K_0022|AMERICANEXPRESS_2022_10K_0015|AMERICANEXPRESS_2022_10K_0009,no,no_answer
FinanceBench::bm25::financebench_id_05718::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_05718,financebench_id_05718,AMERICANWATERWORKS_2020_10K,top_1,1,AMERICANWATERWORKS_2020_10K_0025,AMERICANWATERWORKS_2020_10K_0127,no,no_answer
FinanceBench::bm25::financebench_id_02608::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_02608,financebench_id_02608,BESTBUY_2017_10K,top_1,1,BESTBUY_2017_10K_0068,BESTBUY_2023_10K_0012,no,no_answer
FinanceBench::bm25::financebench_id_02608::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_02608,financebench_id_02608,BESTBUY_2017_10K,top_5,5,BESTBUY_2017_10K_0068,BESTBUY_2023_10K_0012|BESTBUY_2019_10K_0173|BESTBUY_2023_10K_0026|BESTBUY_2023_10K_0014|BESTBUY_2017_10K_0027_intro,no,no_answer
FinanceBench::bm25::financebench_id_04417::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_04417,financebench_id_04417,BESTBUY_2019_10K,top_1,1,BESTBUY_2019_10K_0064,BESTBUY_2023_10K_0012,no,no_answer
FinanceBench::bm25::financebench_id_04417::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_04417,financebench_id_04417,BESTBUY_2019_10K,top_5,5,BESTBUY_2019_10K_0064,BESTBUY_2023_10K_0012|BESTBUY_2017_10K_0027_intro|BESTBUY_2019_10K_0026_intro|BESTBUY_2023_10K_0014|BESTBUY_2017_10K_0114,no,no_answer
FinanceBench::bm25::financebench_id_01077::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01077,financebench_id_01077,BESTBUY_2023_10K,top_1,1,BESTBUY_2023_10K_0014,BESTBUY_2019_10K_0013,no,no_answer
FinanceBench::bm25::financebench_id_01077::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01077,financebench_id_01077,BESTBUY_2023_10K,top_5,5,BESTBUY_2023_10K_0014,BESTBUY_2019_10K_0013|BESTBUY_2017_10K_0002|BESTBUY_2017_10K_0013|BESTBUY_2023_10K_0026|BESTBUY_2019_10K_0002,no,no_answer
FinanceBench::bm25::financebench_id_01275::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01275,financebench_id_01275,BESTBUY_2023_10K,top_1,1,BESTBUY_2023_10K_0014,BESTBUY_2023_10K_0012,no,correct
FinanceBench::bm25::financebench_id_01275::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01275,financebench_id_01275,BESTBUY_2023_10K,top_5,5,BESTBUY_2023_10K_0014,BESTBUY_2023_10K_0012|BESTBUY_2017_10K_0070|BESTBUY_2017_10K_0036|PFIZER_2023Q2_10Q_0007|BESTBUY_2023_10K_0002,no,correct
FinanceBench::bm25::financebench_id_00288::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00288,financebench_id_00288,BESTBUY_2024Q2_10Q,top_1,1,BESTBUY_2024Q2_10Q_0009,JOHNSON_JOHNSON_2023Q2_EARNINGS_0000,no,no_answer
FinanceBench::bm25::financebench_id_00288::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00288,financebench_id_00288,BESTBUY_2024Q2_10Q,top_5,5,BESTBUY_2024Q2_10Q_0009,JOHNSON_JOHNSON_2023Q2_EARNINGS_0000|AES_2022_10K_0185|AMCOR_2023Q4_EARNINGS_0016|AMCOR_2023Q4_EARNINGS_0017|JOHNSON_JOHNSON_2023Q2_EARNINGS_0001,no,no_answer
FinanceBench::bm25::financebench_id_00460::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00460,financebench_id_00460,BESTBUY_2024Q2_10Q,top_1,1,BESTBUY_2024Q2_10Q_0009,BESTBUY_2019_10K_0140,no,no_answer
FinanceBench::bm25::financebench_id_00460::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00460,financebench_id_00460,BESTBUY_2024Q2_10Q,top_5,5,BESTBUY_2024Q2_10Q_0009,BESTBUY_2019_10K_0140|BESTBUY_2019_10K_0013|BESTBUY_2017_10K_0027_intro|BESTBUY_2017_10K_0114|BESTBUY_2019_10K_0005,no,no_answer
FinanceBench::bm25::financebench_id_01902::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01902,financebench_id_01902,BESTBUY_2024Q2_10Q,top_1,1,BESTBUY_2024Q2_10Q_0009,BESTBUY_2023_10K_0001,no,no_answer
FinanceBench::bm25::financebench_id_01902::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01902,financebench_id_01902,BESTBUY_2024Q2_10Q,top_5,5,BESTBUY_2024Q2_10Q_0009,BESTBUY_2023_10K_0001|BESTBUY_2017_10K_0002|BESTBUY_2023_10K_0008|BESTBUY_2019_10K_0001|BESTBUY_2017_10K_0000,no,no_answer
FinanceBench::bm25::financebench_id_04660::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_04660,financebench_id_04660,BLOCK_2016_10K,top_1,1,BLOCK_2016_10K_0058,CORNING_2021_10K_0098,no,no_answer
FinanceBench::bm25::financebench_id_04660::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_04660,financebench_id_04660,BLOCK_2016_10K,top_5,5,BLOCK_2016_10K_0058,CORNING_2021_10K_0098|CORNING_2022_10K_0087|3M_2023Q2_10Q_0028|BESTBUY_2019_10K_0045|AMERICANEXPRESS_2022_10K_0019,no,no_answer
FinanceBench::bm25::financebench_id_03838::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_03838,financebench_id_03838,BLOCK_2020_10K,top_1,1,BLOCK_2020_10K_0071,BLOCK_2020_10K_0064,no,incorrect
FinanceBench::bm25::financebench_id_07661::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_07661,financebench_id_07661,BLOCK_2020_10K,top_1,1,BLOCK_2020_10K_0074,3M_2023Q2_10Q_0028,no,no_answer
FinanceBench::bm25::financebench_id_07661::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_07661,financebench_id_07661,BLOCK_2020_10K,top_5,5,BLOCK_2020_10K_0074,3M_2023Q2_10Q_0028|PEPSICO_2023Q1_EARNINGS_0003|3M_2022_10K_0017|CORNING_2022_10K_0086_intro|PEPSICO_2022_10K_0109,no,no_answer
FinanceBench::bm25::financebench_id_10285::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_10285,financebench_id_10285,BOEING_2018_10K,top_1,1,BOEING_2018_10K_0016,3M_2022_10K_0037,no,no_answer
FinanceBench::bm25::financebench_id_10285::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_10285,financebench_id_10285,BOEING_2018_10K,top_5,5,BOEING_2018_10K_0016,3M_2022_10K_0037|AMCOR_2023Q2_10Q_0009|3M_2018_10K_0040|3M_2023Q2_10Q_0028|AMCOR_2020_10K_0018,no,no_answer
FinanceBench::bm25::financebench_id_00517::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00517,financebench_id_00517,BOEING_2022_10K,top_1,1,BOEING_2022_10K_0023,CORNING_2021_10K_0164,no,no_answer
FinanceBench::bm25::financebench_id_00517::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00517,financebench_id_00517,BOEING_2022_10K,top_5,5,BOEING_2022_10K_0023,CORNING_2021_10K_0164|PAYPAL_2022_10K_0074|BESTBUY_2017_10K_0017|BESTBUY_2017_10K_0018|ULTABEAUTY_2023_10K_0002,no,no_answer
FinanceBench::bm25::financebench_id_01091::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_01091,financebench_id_01091,BOEING_2022_10K,top_1,1,BOEING_2022_10K_0044,BOEING_2022_10K_0006,no,no_answer
FinanceBench::bm25::financebench_id_01091::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_01091,financebench_id_01091,BOEING_2022_10K,top_5,5,BOEING_2022_10K_0044,BOEING_2022_10K_0006|BOEING_2018_10K_0062|BOEING_2018_10K_0002|PAYPAL_2022_10K_0045|NIKE_2018_10K_0011,no,no_answer
FinanceBench::bm25::financebench_id_00678::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00678,financebench_id_00678,BOEING_2022_10K,top_1,1,BOEING_2022_10K_0018,CORNING_2021_10K_0064,no,no_answer
FinanceBench::bm25::financebench_id_00678::top_5,FinanceBench,bm25,bm25,,standard,,financebench_id_00678,financebench_id_00678,BOEING_2022_10K,top_5,5,BOEING_2022_10K_0018,CORNING_2021_10K_0064|CORNING_2022_10K_0064|CORNING_2021_10K_0154|MICROSOFT_2023_10K_0012|CORNING_2022_10K_0062_intro,no,no_answer
FinanceBench::bm25::financebench_id_00464::top_1,FinanceBench,bm25,bm25,,standard,,financebench_id_00464,financebench_id_00464,BOEING_2022_10K,top_1,1,BOEING_2022_10K_0007,PAYPAL_2022_10K_0129,no,no_answer
