query_index,query,financebench_id,doc_name,ground_truth_chunk_id,embedding_latency_seconds
12,"In its 2024 climate and environmental business-risk assessment, does ABN Amro state that transition risk is not material in the near term but could become material over the medium to long run due to prospective changes to its commercial or risk policies to meet climate-related requirements?",,ABN Amro,ABN_Amro_0034,0.01943209394812584
13,Does ABN Amro’s adverse scenario explicitly include a Dutch policy tightening on buildings with poor energy performance that would further depress the market value of such real estate?,,ABN Amro,ABN_Amro_0036,0.019040411338210106
14,"Within its CER discussion of strategy and business model, does ABN Amro indicate whether lending decisions in its residential mortgage portfolio are conditioned on physical climate-risk metrics, and if not, what rationale does it provide?",,ABN Amro,ABN_Amro_0038,0.019201884046196938
15,"For ABN Amro, does the non-financial risk stress-testing methodology used for ESG materiality explicitly assess climate and environmental risk events across three defined time horizons (1, 5 and 30 years)?",,ABN Amro,ABN_Amro_0039,0.01920121442526579
16,"In its stated assessment outcome, does ABN Amro confirm that a flooding-related data centre disruption is material in the short-term (one-year) horizon and specify the selected risk treatment?",,ABN Amro,ABN_Amro_0041,0.019237635657191277
17,Does ABN Amro’s disclosure confirm that corporate clients are evaluated against the bank’s baseline sustainability criteria both at onboarding and at recurring intervals thereafter?,,ABN Amro,ABN_Amro_0043,0.019128095358610153
18,"For ESRS disclosures on risk management processes, what client coverage threshold does ABN Amro state for applying its CASY sustainability assessment?",,ABN Amro,ABN_Amro_0045,0.01892684493213892
19,"For ABN Amro’s non-programme lending clients, is there a process within credit origination and subsequent review cycles that integrates climate- and environment-related risk exposures into the creditworthiness assessment?",,ABN Amro,ABN_Amro_0046,0.01937766559422016
20,"For ESRS-aligned scoping of climate-risk analysis, does ABN AMRO identify the specific industries where its transmission-channel assessments have been strengthened and clarify that the referenced NACE classifications are indicative mappings to its own sector definitions?",,ABN Amro,ABN_Amro_0047,0.02160950843244791
21,"For ABN AMRO, which governance body is charged with reviewing sectoral financing policies that establish exposure targets and limits linked to climate and environmental risk?",,ABN Amro,ABN_Amro_0054,0.018852725625038147
22,Which ABN AMRO governance body is tasked with supervising the soundness and quality of the bank’s sustainability statements and its public sustainability disclosures?,,ABN Amro,ABN_Amro_0057,0.019149193540215492
23,Does ABN Amro’s disclosure confirm that its sustainability risk policy framework encompasses climate change mitigation and the management of both physical and transition climate exposures?,,ABN Amro,ABN_Amro_0060,0.018917963840067387
24,"Within ABN Amro’s governance of operational climate and energy measures, has responsibility for policy execution been allocated to named executive roles, and which roles are assigned to the Environmental and Energy Policy and the Travel and Mobility policy?",,ABN Amro,ABN_Amro_0061,0.019034932367503643
25,"For ABN AMRO’s exposure to coal-fired power generation clients, does the stated sustainability risk standard include a time-bound commitment to exit thermal coal, and if so, what is the deadline year?",,ABN Amro,ABN_Amro_0062,0.019068343564867973
26,"In its sector target overview, does ABN AMRO quantify what share of its outstanding exposure to NZBA-identified high-emission sectors is already within the scope of its published climate targets?",,ABN Amro,ABN_Amro_0066,0.018975420854985714
27,Has ABN Amro specified the methodological scope and inclusion criteria for counting financing toward its lending commitment on renewable energy and decarbonisation technologies?,,ABN Amro,ABN_Amro_0073,0.018815431743860245
28,"For ESRS reporting on workforce scope, does ABN AMRO state that its HR Risk Policy extends beyond its own employees to include, where pertinent, non-employee personnel engaged through third-party suppliers?",,ABN Amro,ABN_Amro_0081,0.019076582044363022
29,Has ABN AMRO put in place a formal human-rights due diligence process designed to oversee and reduce adverse human-rights impacts arising from its activities?,,ABN Amro,ABN_Amro_0084,0.018999152816832066
30,"For ABN AMRO, does the remuneration framework explicitly tie sustainability performance to incentive compensation across employee categories, and how is this operationalized for CLA+, CLA Identified Staff, CLA staff, and the Executive Board?",,ABN Amro,ABN_Amro_0086,0.01917172409594059
31,Has ABN Amro disclosed that it maintains ongoing dialogue with civil society groups to address human rights risks associated with its investment activities?,,ABN Amro,ABN_Amro_0093,0.019164200872182846
32,Identify the specific report in which ABN AMRO indicates it provides further detail on its arrangements to facilitate remedy access for value chain workers within its procurement activities.,,ABN Amro,ABN_Amro_0094,0.0188340712338686
33,"For ABN Amro, does the disclosure specify the interim method used to monitor the effectiveness of its policies and actions—namely, evaluating its influence over corporate clients and businesses in its investment sphere to derive insights on engagement-related impacts and risks—given that formal targets have not yet been set?",,ABN Amro,ABN_Amro_0095,0.02141416259109974
34,"For ESRS reporting on grievance access for value‑chain workers, which specific mechanism does ABN AMRO indicate is available to workers in its supply chain?",,ABN Amro,ABN_Amro_0096,0.018879327923059464
35,"For ESRS-consistent reporting on consumers and end-users, does ABN Amro evidence that it maintains a consumer-facing grievance mechanism that enables remediation when adverse human rights impacts to which the bank has contributed or with which it is directly connected are identified?",,ABN Amro,ABN_Amro_0098,0.019271882250905037
36,"For ESRS reporting on privacy safeguards for consumers and end-users, does ABN Amro’s Personal Data Policy impose a formal obligation to inform affected consumers when a personal data breach occurs?",,ABN Amro,ABN_Amro_0099,0.019006824120879173
37,"Under ABN AMRO’s Product Approval and Review policy, is there a formal requirement to update products and services to take account of evolving sustainability-related developments?",,ABN Amro,ABN_Amro_0101,0.018917616456747055
38,"For ABN AMRO Bank N.V., is the complaints oversight function explicitly established as an independent remit within the Legal department, tasked with designing, updating, supervising the Complaints Management Policy and holding overall ownership of the complaints-handling process?",,ABN Amro,ABN_Amro_0104,0.019174844957888126
39,"At ABN Amro, does the product oversight process formally use customer complaint insights within its product approval/review cycle to adjust product features or the intended customer segment?",,ABN Amro,ABN_Amro_0106,0.018845886923372746
40,Has ABN Amro documented targeted engagement with people with physical disabilities during the reporting period to evaluate and enhance the accessibility of its banking products and services?,,ABN Amro,ABN_Amro_0107,0.018759414553642273
41,"For ESRS governance-control disclosures, does ABN AMRO state that it performs periodic internal control activities to assess whether its Client Integrity policies are properly implemented and effective?",,ABN Amro,ABN_Amro_0113,0.01896888203918934
42,"For ABN Amro’s disclosure of financed emissions tied to its corporate lending, has the bank explicitly adopted a methodological presumption that borrowers producing electricity from solar, wind, or hydro have zero Scope 1 and Scope 2 emission intensity, and does it articulate the basis for that presumption?",,ABN Amro,ABN_Amro_0119,0.01994704268872738
43,"For its road-transport portfolio, does ABN Amro identify the specific data sources used to derive vehicle activity and the country-dependent emission factors for trucks and vans?",,ABN Amro,ABN_Amro_0124,0.018922489136457443
44,"For ABN Amro’s power generation portfolio, does the bank disclose both the origin of the data used to compute emissions intensity and the measure it applies to align all inputs to a consistent reporting year?",,ABN Amro,ABN_Amro_0131,0.018967867828905582
45,"For ABN AMRO, what reporting lag is disclosed for the operational emissions-intensity metrics in the oil and gas upstream and midstream portfolio?",,ABN Amro,ABN_Amro_0133,0.018761408515274525
46,"For ABN Amro, is the percentage gap to its net-zero-by-2050 pathway disclosed for the financed emissions intensities of trucks and vans used in road transport?",,ABN Amro,ABN_Amro_0134,0.01896937657147646
47,"For ABN Amro’s agriculture disclosures, does the bank state that, due to the Pillar 3 counterparty boundary, household borrowers in this portfolio are omitted from the template?",,ABN Amro,ABN_Amro_0138,0.01901881769299507
48,"For ABN Amro’s physical risk methodology, does a specific quantitative criterion apply to Dutch flooding cases to flag an exposure as acute flood–sensitive, and if so, what is that criterion?",,ABN Amro,ABN_Amro_0142,0.01927325129508972
49,"In its GAR KPI summary, does ABN Amro state that it cannot compute the GAR flow “coverage over total assets” metric because the flow template lacks the total-asset denominator needed for that calculation?",,ABN Amro,ABN_Amro_0143,0.019784660078585148
50,"For its Green Asset Ratio disclosures, does ABN Amro state that exposures to financial counterparties outside the NFRD scope are recorded under the Pillar 3 line item ""other assets"" in order to keep the presentation consistent with the EU Taxonomy’s separate category for such exposures?",,ABN Amro,ABN_Amro_0144,0.02055975515395403
51,"For the GAR disclosures, did ABN AMRO provide EU Taxonomy ‘flow’ KPI figures for the reporting dates 31 December 2023 and 30 June 2024, or did it explicitly defer these metrics to a later reporting period?",,ABN Amro,ABN_Amro_0145,0.019878470338881016
52,"In its disclosure of non-Taxonomy climate-mitigation financing, does ABN Amro indicate that its loan exposures (including those to financial and non-financial corporates, commercial real estate, households, and residential mortgages) mitigate physical climate risk?",,ABN Amro,ABN_Amro_0146,0.019731598906219006
53,"In its ESRS-focused risk disclosures, has BBVA stated that its Risk Appetite Framework sets Board-approved quantitative caps on exposure-at-default to activities internally assessed as High Transition Risk?",,BBVA,BBVA_0007,0.019782377406954765
54,"For BBVA, does the disclosed Environmental and Social Framework set explicit financing bans for new projects, including prohibitions tied to use of child or forced labor/human trafficking, projects impacting indigenous or vulnerable communities without free, prior and informed consent, and dealings with controversial weapons manufacturers or dealers?",,BBVA,BBVA_0009,0.020574738271534443
55,"For ESRS-aligned reporting on fair access to financial services, does BBVA state that its retail credit admission and pricing models exclude protected personal attributes (such as gender, ethnic origin, religion, disability, sexual orientation or political opinion) to avoid discriminatory treatment?",,BBVA,BBVA_0010,0.0198810501024127
56,"When information from its value chain is incomplete or unreliable, does BNP Paribas Fortis commit to use reasonable estimates and, where measurement uncertainty is significant, disclose a narrative describing the methodologies, definitions, and related limitations for those estimates?",,BNP Paribas,BNP_Paribas_0000,0.019746385514736176
57,"Within the 2024 Sustainability Statements, does BNP Paribas Fortis provide a distinct disclosure that defines the perimeter of financial exposures examined for EU Taxonomy alignment (i.e., which financial assets were included in the alignment assessment)?",,BNP Paribas,BNP_Paribas_0001,0.01976125966757536
58,"For ESRS transparency on data quality and estimation practices, does BNP Paribas Fortis acknowledge that constraints in ESG data availability lead it to use estimates and that this entails limitations regarding representativeness?",,BNP Paribas,BNP_Paribas_0004,0.01954693626612425
59,"Following the European Commission’s 8 November 2024 communication interpreting Delegated Regulation (EU) 2021/2178, which requires banks to secure documentation evidencing satisfaction of each technical screening criterion, does BNP Paribas recognise any loans or other instruments with specified use-of-proceeds to companies or local administrations in the GAR numerator?",,BNP Paribas,BNP_Paribas_0013,0.02146507054567337
60,"For the GAR stock as at 31 December 2024, does BNP Paribas Fortis quantify the proportions of assets left out of (i) the GAR numerator pursuant to Article 7(2)-(3) and Annex V section 1.1.2, and (ii) the GAR denominator pursuant to Article 7(1) and Annex V section 1.2.4; if so, what percentages are reported?",,BNP Paribas,BNP_Paribas_0014,0.02179974876344204
61,"For BNP Paribas Fortis, is the disclosed internal ratio of eligible assets deemed aligned with climate goals calculated solely by testing against the Taxonomy’s technical climate performance thresholds?",,BNP Paribas,BNP_Paribas_0016,0.019603918306529522
62,"Does BNP Paribas Fortis disclose a structured mapping that links each identified material workforce impact, risk or opportunity to the relevant internal rules, operational measures, performance indicators, and quantitative targets/monitoring metrics?",,BNP Paribas,BNP_Paribas_0018,0.019667851738631725
63,"Regarding ESRS S1 expectations on fair pay, does BNP Paribas Fortis specify both the share of its workforce receiving at least an adequate wage and the methodology (including source and refresh cycle) used to set that adequacy benchmark?",,BNP Paribas,BNP_Paribas_0020,0.01980573497712612
64,"Does BNP Paribas Fortis identify a concrete KPI for monitoring its material opportunity related to financial inclusion, and what is that KPI?",,BNP Paribas,BNP_Paribas_0022,0.021049993112683296
65,"For BNP Paribas Fortis, is there a documented governance control by which the Governance and Nomination Committee evaluates, at least annually, the Board of Directors’ individual and collective competencies to ensure suitability for the bank’s activities?",,BNP Paribas,BNP_Paribas_0026,0.01984582468867302
66,"Has BNP Paribas Fortis established a prohibition on making political contributions, whether directly or indirectly, within its rules on gifts and hospitality?",,BNP Paribas,BNP_Paribas_0028,0.01937850657850504
67,"Within BNP Paribas Fortis’ ICT and cyber risk management framework, are individual cybersecurity requirements explicitly assigned implementation deadlines (i.e., time-bound due dates)?",,BNP Paribas,BNP_Paribas_0031,0.01959408726543188
68,"In its basis-of-preparation note, does BNP Paribas Fortis specify which EU subsidiaries rely on the consolidated-reporting exemption under the Accounting Directive (Articles 19a(9) and 29a(8)), explain why they qualify, and confirm that their sustainability information is included within BNP Paribas Fortis’s own sustainability statement, with the entities named?",,BNP Paribas,BNP_Paribas_0033,0.020873664878308773
69,"For Banca Monte dei Paschi di Siena, has the governance disclosure clarified whether the role responsible for sustainability reporting is held by the same individual who serves as Financial Reporting Officer?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0007,0.01956393476575613
70,"Within Banca Monte dei Paschi di Siena’s governance framework, which internal committee is tasked with overseeing adherence to Legislative Decree No. 125 of 10 September 2024 in relation to the preparation of the Sustainability Report?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0011,0.020637121982872486
71,Does Banca Monte dei Paschi di Siena state that its remuneration framework maintains an appropriate balance between fixed and variable pay to mitigate conflicts of interest related to achieving long-term goals?,,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0015,0.01958499103784561
72,"For ESRS remuneration-disclosure purposes, has Banca Monte dei Paschi di Siena established a clear linkage between variable pay for the CEO/General Manager and other covered personnel and climate-related objectives?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0017,0.019631456583738327
73,"Has Banca Monte dei Paschi di Siena established internal controls over sustainability reporting that are expressly aimed at ensuring the reported information meets the ESRS 1 qualitative attributes (relevance, faithful representation, comparability, verifiability, understandability)?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0020,0.01965702325105667
74,"Does Banca Monte dei Paschi di Siena state that the forward-looking elements of its sustainability reporting are grounded in specified assumptions disclosed in the report and that, given inherent uncertainty, actual outcomes may differ significantly, in line with ESRS expectations for prospective information?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0021,0.01993682235479355
75,"For ESRS value chain boundary disclosures, does Banca Monte dei Paschi di Siena clearly define the segmentation and perimeter by naming the categories included upstream (e.g., suppliers, commercial partners such as AXA, and non-commercial partners), specifying what falls within its own operations (internal activities, resources, and relationships), and identifying the downstream counterparties (customers and distributors)?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0023,0.02095196023583412
76,"For ESRS value-chain transparency, has Banca Monte dei Paschi di Siena set out its upstream scope by identifying the principal counterparties (such as vendors, strategic partners, and non-market partners) and describing the types of inputs and services they provide to the Group’s operations?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0024,0.020516742020845413
77,"Within Banca Monte dei Paschi di Siena’s double materiality procedure, is there a defined governance step in which the consolidated list of material topics is submitted to the bank’s control bodies for review and approval?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0026,0.019761331379413605
78,Has Banca Monte dei Paschi di Siena established a quantitative cut-off—an impact score above 3—to determine which topics are included in its sustainability statement to support comparability and transparency?,,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0030,0.019624645821750164
79,"For ESRS-aligned materiality reporting, does Banca Monte dei Paschi di Siena disclose which external stakeholder constituencies it consulted directly during 2024?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0032,0.019584001041948795
80,"Under Banca Monte dei Paschi di Siena’s double materiality methodology, is a sustainability topic deemed material for the Group when any one of its related dimensions—impact, risk, or opportunity—is assessed as material for the analysis scope?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0033,0.019757477566599846
81,"For ESRS purposes regarding governance oversight of materiality outcomes, does Banca Monte dei Paschi di Siena confirm that the final list of material matters was submitted to and considered by its highest governance bodies, and which bodies were involved?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0034,0.01974690519273281
82,"In line with ESRS expectations to delineate material climate-related risks across the value chain, has Banca Monte dei Paschi di Siena classified credit risk in its downstream activities as material?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0038,0.01958583202213049
83,Identify when the Board of Directors most recently granted formal approval to Banca Monte dei Paschi di Siena’s climate transition plan.,,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0040,0.01943577267229557
84,"Has Banca Monte dei Paschi di Siena committed 2024 capital expenditure to build a centralized ESG data repository and dashboarding capability to underpin mandatory sustainability reporting (e.g., CSRD) and evidence alignment with ESRS requirements?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0042,0.019933903589844704
85,Does Banca Monte dei Paschi di Siena disclose that it has set interim greenhouse‑gas reduction goals with a 2030 horizon for the two higher‑emission sector groupings it identified?,,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0047,0.019617566838860512
86,"For ESRS-aligned disclosure on sectoral financing restrictions, does Banca Monte dei Paschi di Siena state that it will provide no new lending to coal mining, permit existing coal-related exposures to run off without renewal to achieve a full exit by 2025, and only consider financing for mine-site remediation or reclamation where environmental benefits are evidenced through documented due diligence?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0048,0.02085927687585354
87,"Within Banca Monte dei Paschi di Siena’s credit processes, is the client-level ESG questionnaire embedded in the operating system and designed to capture both exposure to climate-transition risk and physical risk for each counterparty?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0049,0.019530197605490685
88,Has Banca Monte dei Paschi di Siena identified any loan product category in its sustainable finance offering as explicitly aligned with the EU Environmental Taxonomy?,,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0051,0.01936998125165701
89,Has Banca Monte dei Paschi di Siena provided a numeric disclosure of the total amount disbursed in 2024 under the “Nuova Sabatini” SME support measure?,,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0052,0.019569873809814453
90,"Does Banca Monte dei Paschi di Siena provide a quantitative disclosure of the financing delivered under its SACE Green New Deal arrangement, including the cumulative total since inception and the amount attributable to the 2024 reporting year?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0053,0.019695713184773922
91,"For ESRS-aligned disclosures on sustainable finance instruments, does Banca Monte dei Paschi di Siena state that the green bonds it supported in 2024 are aligned with the EU Taxonomy and describe the intended use of proceeds?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0054,0.019696401432156563
92,"For ESRS-aligned disclosure on climate adaptation-related offerings, does Banca Monte dei Paschi di Siena state that it launched a catastrophe insurance guarantee for corporate customers to comply with a statutory requirement for mandatory natural disaster cover introduced by the 2024 Budget Law?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0056,0.02052202168852091
93,"For Banca Monte dei Paschi di Siena’s operational emissions strategy, does the bank disclose that its Scope 1 reduction target counts the effect of carbon-credit offsetting, and does it quantify the share of 2024 emissions offset?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0058,0.019740995950996876
94,"For its energy-intensity KPI, does Banca Monte dei Paschi di Siena delineate the specific Consolidated Financial Statements income lines that are aggregated to determine revenues from activities in high climate‑impact sectors?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0064,0.019738066010177135
95,"In its 2024 greenhouse-gas inventory, does Banca Monte dei Paschi di Siena set out both a grid-average (location-based) and a contract-specific (market-based) method for Scope 2 electricity, and specify that electricity volumes backed by guarantees of origin are assigned a zero emissions factor?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0066,0.02074457984417677
96,"For unbilled months of LPG and district heating, does Banca Monte dei Paschi di Siena explicitly disclose the proxy basis and calculation logic used to estimate consumption, namely the application of a natural gas consumption ratio from the Parent Company and Banca WIDIBA to annualise the figures?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0067,0.020350083708763123
97,"For Category 15 financed emissions, does Banca Monte dei Paschi di Siena disclose that counterparties’ Scope 3 figures are derived by estimating total value-chain emissions via a Eurostat-based consumption model (with adjustments for intermediate goods) and then obtaining Scope 3 as the remainder after deducting Scopes 1 and 2?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0068,0.020758502185344696
98,"For the 2024 reporting year, does Banca Monte dei Paschi di Siena specify whether the carbon credits it retired originate from emissions-reduction initiatives rather than carbon-removal projects?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0069,0.019610507413744926
99,"For ESRS policy reporting, does Banca Monte dei Paschi di Siena confirm that its Group Sustainability and ESG Policy has been authorised at board level?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0074,0.019489179365336895
100,Does Banca Monte dei Paschi di Siena confirm that its Article 8 Taxonomy disclosures were prepared taking into account the European Commission’s interpretative FAQs published on 21 December 2023 and in November 2024?,,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0077,0.01980114635080099
101,"When performing the ESRS S1 double materiality assessment, did Banca Monte dei Paschi di Siena include the entire own workforce, irrespective of whether employees were on permanent or temporary contracts and whether they worked full-time or part-time?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0080,0.01970108039677143
102,Does Banca Monte dei Paschi di Siena disclose a control whereby it routinely monitors employees’ training needs to prevent competency gaps that could undermine the quality of service provided to customers?,,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0087,0.019654380157589912
103,"For Banca Monte dei Paschi di Siena, does the MPS Sviluppa initiative affirm that access to learning and development is non-discriminatory and that this principle is anchored in the bank’s Code of Ethics and its internal inclusion rules?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0094,0.019715730100870132
104,"For ESRS-consistent oversight of diversity objectives, has Banca Monte dei Paschi di Siena committed to establish defined KPIs, aligned with its Gender Equality Policy, to evaluate implementation and outcomes over time?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0098,0.019615596160292625
105,"For ESRS-compliant disclosure of actions on equal opportunity in the own workforce, does Banca Monte dei Paschi di Siena provide quantified coverage rates for enterprise-wide training addressing cognitive bias and gender equality?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0099,0.01934965793043375
106,"For Banca Monte dei Paschi di Siena, is there an articulated control mechanism whereby designated units monitor gender-equality KPIs and initiate remedial measures if results diverge from established targets?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0100,0.019633792340755463
107,"For ESRS reporting on grievance mechanism governance, does Banca Monte dei Paschi di Siena specify which internal department receives whistleblowing submissions and conducts the ensuing internal investigations?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0108,0.01954085659235716
108,"For its health and safety disclosures, does Banca Monte dei Paschi di Siena report quantitative metrics for non-employee workers whose work or workplace it controls?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0118,0.01946014817804098
109,"Has Banca Monte dei Paschi di Siena reported, by gender, the proportion of employees who remain employed 12 months after taking parental leave?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0119,0.019477900117635727
110,"For ESRS remuneration ratio disclosure, has Banca Monte dei Paschi di Siena reported its 2024 multiple of the highest‑paid employee’s gross annual pay against the median pay of the remaining workforce and clarified the computation method?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0120,0.019858199171721935
111,Does Banca Monte dei Paschi di Siena disclose that its supplier contracts and general purchasing terms require suppliers to sign an explicit acceptance form committing not to act in breach of the Group’s Code of Ethics?,,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0126,0.019662193953990936
112,"Has Banca Monte dei Paschi di Siena reported setting specific, measurable targets addressing impacts on workers in its supply chain?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0128,0.01946122106164694
113,"For ESRS S3 on affected communities, does Banca Monte dei Paschi di Siena state that its determination of community-related material impacts was based on reviewing internal records alongside publicly available sources?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0132,0.01954437606036663
114,"Has Banca Monte dei Paschi di Siena disclosed numeric information for 2024 on its early‑career development pipeline, specifically the number of traineeships offered and their typical duration?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0137,0.019624504260718822
115,"For ESRS-aligned disclosure of actions and resources, does Banca Monte dei Paschi di Siena provide 2024 quantitative details on the number and amounts of financings, together with the regional breakdown of beneficiaries and funding, under the MASAF/CDP Supply Chain Agreements (Calls IV and V)?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0138,0.0207537729293108
116,"For ESRS-aligned disclosure on resource allocation to environmental measures, does Banca Monte dei Paschi di Siena specify a quantified share of its tourism financing that is reserved for energy-efficiency upgrades, and if so, what proportion is stated?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0140,0.019765892066061497
117,"Does Banca Monte dei Paschi di Siena disclose concrete implementation measures for its renewable-energy client support initiative, including the launch of a dedicated MPS Energia Verde business line, the opening of 15 nationwide centers staffed by specialists, and advisory services to help customers access NRRP incentive schemes such as Transition 5.0, Renewable Energy Communities, agrivoltaics, biomethane, and self-generation?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0141,0.021356916055083275
118,"For Banca Monte dei Paschi di Siena, does the disclosure confirm that restoration work is entrusted exclusively to professionals registered under the national cultural heritage regime established by Legislative Decree 42/2004, evidencing compliance in the selection of restorers?",,Banca Monte dei Paschi di Siena,Banca_Monte_dei_Paschi_di_Siena_0142,0.01982109807431698
