dataset,query_id,company,doc_name,bank_name,method,model,mode,ground_truth_chunk_id,top1_chunk_id,top5_chunk_ids,correct_at_1,ground_truth_rank_top5,reciprocal_rank_at_5,latency_seconds,top1_latency_seconds,top5_latency_seconds,input_tokens,output_tokens,total_tokens,top1_total_tokens,top5_total_tokens,result_file
ESRS,"ABN Amro__ABN_Amro_0031__For ABN Amro’s ESRS materiality determination of climate and environmental drivers on market risk in the trading book, does the disclosure set out the assessment method used to gauge potential profit-and-loss effects and the specific rationale supporting its conclusion that this risk is not material?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0031,Nordea_Bank_0057,Nordea_Bank_0057|ABN_Amro_0034|ABN_Amro_0052|Nordea_Bank_0032|KBC_Group_0017,0,,0.0,0.018,0.018,0.018,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0033__Within ABN Amro’s climate and environmental risk materiality review for liquidity risk, what specific short- and medium-term horizons are set for the quantitative assessment?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0033,ABN_Amro_0034,ABN_Amro_0034|ABN_Amro_0054|ABN_Amro_0004|ING_0069|Intesa_Sanpaolo_0034,0,,0.0,0.011,0.011,0.011,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0034__In its 2024 climate and environmental business-risk assessment, does ABN Amro state that transition risk is not material in the near term but could become material over the medium to long run due to prospective changes to its commercial or risk policies to meet climate-related requirements?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0034,ABN_Amro_0034,ABN_Amro_0034|KBC_Group_0015|ABN_Amro_0029|Swedbank_0015|ABN_Amro_0012,1,1.0,1.0,0.018,0.018,0.018,0,0,0,0,0,BM25
ESRS,ABN Amro__ABN_Amro_0036__Does ABN Amro’s adverse scenario explicitly include a Dutch policy tightening on buildings with poor energy performance that would further depress the market value of such real estate?,ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0036,ABN_Amro_0036,ABN_Amro_0036|ABN_Amro_0076|ABN_Amro_0070|ABN_Amro_0113|ABN_Amro_0085,1,1.0,1.0,0.012,0.012,0.012,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0038__Within its CER discussion of strategy and business model, does ABN Amro indicate whether lending decisions in its residential mortgage portfolio are conditioned on physical climate-risk metrics, and if not, what rationale does it provide?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0038,ABN_Amro_0034,ABN_Amro_0034|ABN_Amro_0029|ABN_Amro_0010|ABN_Amro_0012|ING_0004,0,,0.0,0.014,0.014,0.014,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0039__For ABN Amro, does the non-financial risk stress-testing methodology used for ESG materiality explicitly assess climate and environmental risk events across three defined time horizons (1, 5 and 30 years)?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0039,ABN_Amro_0039,ABN_Amro_0039|ABN_Amro_0034|ABN_Amro_0076|Santander_0011|ABN_Amro_0004,1,1.0,1.0,0.015,0.015,0.015,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0041__In its stated assessment outcome, does ABN Amro confirm that a flooding-related data centre disruption is material in the short-term (one-year) horizon and specify the selected risk treatment?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0041,ABN_Amro_0041,ABN_Amro_0041|Raiffeisen_Bank_International_0466|ABN_Amro_0066|ABN_Amro_0057|ABN_Amro_0034,1,1.0,1.0,0.011,0.011,0.011,0,0,0,0,0,BM25
ESRS,ABN Amro__ABN_Amro_0043__Does ABN Amro’s disclosure confirm that corporate clients are evaluated against the bank’s baseline sustainability criteria both at onboarding and at recurring intervals thereafter?,ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0043,ABN_Amro_0043,ABN_Amro_0043|ABN_Amro_0076|ABN_Amro_0113|ABN_Amro_0012|ABN_Amro_0034,1,1.0,1.0,0.011,0.011,0.011,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0045__For ESRS disclosures on risk management processes, what client coverage threshold does ABN Amro state for applying its CASY sustainability assessment?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0045,ABN_Amro_0024,ABN_Amro_0024|ABN_Amro_0018|ABN_Amro_0092|ABN_Amro_0113|ABN_Amro_0057,0,,0.0,0.01,0.01,0.01,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0046__For ABN Amro’s non-programme lending clients, is there a process within credit origination and subsequent review cycles that integrates climate- and environment-related risk exposures into the creditworthiness assessment?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0046,ABN_Amro_0054,ABN_Amro_0054|ABN_Amro_0024|ABN_Amro_0047|ABN_Amro_0034|ABN_Amro_0076,0,,0.0,0.013,0.013,0.013,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0047__For ESRS-aligned scoping of climate-risk analysis, does ABN AMRO identify the specific industries where its transmission-channel assessments have been strengthened and clarify that the referenced NACE classifications are indicative mappings to its own sector definitions?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0047,ABN_Amro_0047,ABN_Amro_0047|Raiffeisen_Bank_International_0081|ABN_Amro_0139|OTP_Bank_0046|ABN_Amro_0062,1,1.0,1.0,0.014,0.014,0.014,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0054__For ABN AMRO, which governance body is charged with reviewing sectoral financing policies that establish exposure targets and limits linked to climate and environmental risk?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0054,ABN_Amro_0054,ABN_Amro_0054|ABN_Amro_0076|ABN_Amro_0034|Intesa_Sanpaolo_0042|ABN_Amro_0022,1,1.0,1.0,0.012,0.012,0.012,0,0,0,0,0,BM25
ESRS,ABN Amro__ABN_Amro_0057__Which ABN AMRO governance body is tasked with supervising the soundness and quality of the bank’s sustainability statements and its public sustainability disclosures?,ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0057,ABN_Amro_0057,ABN_Amro_0057|ABN_Amro_0113|ABN_Amro_0015|ABN_Amro_0008|ABN_Amro_0010,1,1.0,1.0,0.009,0.009,0.009,0,0,0,0,0,BM25
ESRS,ABN Amro__ABN_Amro_0060__Does ABN Amro’s disclosure confirm that its sustainability risk policy framework encompasses climate change mitigation and the management of both physical and transition climate exposures?,ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0060,ABN_Amro_0081,ABN_Amro_0081|ABN_Amro_0113|ABN_Amro_0076|ABN_Amro_0060|ABN_Amro_0022,0,4.0,0.25,0.014,0.014,0.014,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0061__Within ABN Amro’s governance of operational climate and energy measures, has responsibility for policy execution been allocated to named executive roles, and which roles are assigned to the Environmental and Energy Policy and the Travel and Mobility policy?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0061,ABN_Amro_0074,ABN_Amro_0074|ABN_Amro_0051|Banque_Postale_0075|Swedbank_0031|UniCredit_0019,0,,0.0,0.016,0.016,0.016,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0062__For ABN AMRO’s exposure to coal-fired power generation clients, does the stated sustainability risk standard include a time-bound commitment to exit thermal coal, and if so, what is the deadline year?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0062,ABN_Amro_0062,ABN_Amro_0062|Intesa_Sanpaolo_0060|Societe_Generale_0010|ING_0042|Banca_Monte_dei_Paschi_di_Siena_0048,1,1.0,1.0,0.015,0.015,0.015,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0066__In its sector target overview, does ABN AMRO quantify what share of its outstanding exposure to NZBA-identified high-emission sectors is already within the scope of its published climate targets?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0066,ABN_Amro_0066,ABN_Amro_0066|ABN_Amro_0139|Pekao_0015|Swedbank_0064|KBC_Group_0030,1,1.0,1.0,0.013,0.013,0.013,0,0,0,0,0,BM25
ESRS,ABN Amro__ABN_Amro_0073__Has ABN Amro specified the methodological scope and inclusion criteria for counting financing toward its lending commitment on renewable energy and decarbonisation technologies?,ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0073,ABN_Amro_0073,ABN_Amro_0073|ABN_Amro_0016|ABN_Amro_0066|Intesa_Sanpaolo_0003|Intesa_Sanpaolo_0073_intro,1,1.0,1.0,0.011,0.011,0.011,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0081__For ESRS reporting on workforce scope, does ABN AMRO state that its HR Risk Policy extends beyond its own employees to include, where pertinent, non-employee personnel engaged through third-party suppliers?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0081,ABN_Amro_0082,ABN_Amro_0082|ABN_Amro_0081|ABN_Amro_0084|ABN_Amro_0085|ABN_Amro_0113,0,2.0,0.5,0.014,0.014,0.014,0,0,0,0,0,BM25
ESRS,ABN Amro__ABN_Amro_0084__Has ABN AMRO put in place a formal human-rights due diligence process designed to oversee and reduce adverse human-rights impacts arising from its activities?,ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0084,ABN_Amro_0113,ABN_Amro_0113|ABN_Amro_0084|ABN_Amro_0091_intro|ABN_Amro_0034|ABN_Amro_0096,0,2.0,0.5,0.012,0.012,0.012,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0086__For ABN AMRO, does the remuneration framework explicitly tie sustainability performance to incentive compensation across employee categories, and how is this operationalized for CLA+, CLA Identified Staff, CLA staff, and the Executive Board?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0086,ABN_Amro_0086,ABN_Amro_0086|PKO_Bank_Polski_0103|UniCredit_0029|Pekao_0081|BBVA_0004,1,1.0,1.0,0.016,0.016,0.016,0,0,0,0,0,BM25
ESRS,ABN Amro__ABN_Amro_0093__Has ABN Amro disclosed that it maintains ongoing dialogue with civil society groups to address human rights risks associated with its investment activities?,ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0093,ABN_Amro_0093,ABN_Amro_0093|ABN_Amro_0091_intro|ABN_Amro_0084|ABN_Amro_0113|ABN_Amro_0098,1,1.0,1.0,0.012,0.012,0.012,0,0,0,0,0,BM25
ESRS,ABN Amro__ABN_Amro_0094__Identify the specific report in which ABN AMRO indicates it provides further detail on its arrangements to facilitate remedy access for value chain workers within its procurement activities.,ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0094,ABN_Amro_0094,ABN_Amro_0094|ABN_Amro_0010|Banque_Postale_0178|ABN_Amro_0108|ABN_Amro_0098,1,1.0,1.0,0.012,0.012,0.012,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0095__For ABN Amro, does the disclosure specify the interim method used to monitor the effectiveness of its policies and actions—namely, evaluating its influence over corporate clients and businesses in its investment sphere to derive insights on engagement-related impacts and risks—given that formal targets have not yet been set?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0095,ABN_Amro_0095,ABN_Amro_0095|ABN_Amro_0066|ABN_Amro_0093|ABN_Amro_0113|ABN_Amro_0010,1,1.0,1.0,0.019,0.019,0.019,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0096__For ESRS reporting on grievance access for value‑chain workers, which specific mechanism does ABN AMRO indicate is available to workers in its supply chain?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0096,ABN_Amro_0096,ABN_Amro_0096|ABN_Amro_0108|ABN_Amro_0094|KfW_0062|ABN_Amro_0105,1,1.0,1.0,0.009,0.009,0.009,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0098__For ESRS-consistent reporting on consumers and end-users, does ABN Amro evidence that it maintains a consumer-facing grievance mechanism that enables remediation when adverse human rights impacts to which the bank has contributed or with which it is directly connected are identified?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0098,ABN_Amro_0108,ABN_Amro_0108|ABN_Amro_0098|ABN_Amro_0096|ABN_Amro_0105|ABN_Amro_0084,0,2.0,0.5,0.015,0.015,0.015,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0099__For ESRS reporting on privacy safeguards for consumers and end-users, does ABN Amro’s Personal Data Policy impose a formal obligation to inform affected consumers when a personal data breach occurs?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0099,ABN_Amro_0099,ABN_Amro_0099|Banca_Monte_dei_Paschi_di_Siena_0147|DNB_0158|ABN_Amro_0105|DNB_0156,1,1.0,1.0,0.015,0.015,0.015,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0101__Under ABN AMRO’s Product Approval and Review policy, is there a formal requirement to update products and services to take account of evolving sustainability-related developments?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0101,ABN_Amro_0113,ABN_Amro_0113|ABN_Amro_0101|ABN_Amro_0108|Banca_Monte_dei_Paschi_di_Siena_0172|ABN_Amro_0057,0,2.0,0.5,0.01,0.01,0.01,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0104__For ABN AMRO Bank N.V., is the complaints oversight function explicitly established as an independent remit within the Legal department, tasked with designing, updating, supervising the Complaints Management Policy and holding overall ownership of the complaints-handling process?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0104,ABN_Amro_0104,ABN_Amro_0104|ABN_Amro_0108|ABN_Amro_0080_intro|Deutsche_Bank_0015|CaixaBank_0115,1,1.0,1.0,0.017,0.017,0.017,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0106__At ABN Amro, does the product oversight process formally use customer complaint insights within its product approval/review cycle to adjust product features or the intended customer segment?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0106,ABN_Amro_0108,ABN_Amro_0108|Santander_0026|OTP_Bank_0028_intro|Banca_Monte_dei_Paschi_di_Siena_0172|ABN_Amro_0101,0,,0.0,0.012,0.012,0.012,0,0,0,0,0,BM25
ESRS,ABN Amro__ABN_Amro_0107__Has ABN Amro documented targeted engagement with people with physical disabilities during the reporting period to evaluate and enhance the accessibility of its banking products and services?,ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0107,ABN_Amro_0108,ABN_Amro_0108|ABN_Amro_0107|ABN_Amro_0015|ABN_Amro_0010|ING_0095,0,2.0,0.5,0.011,0.011,0.011,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0113__For ESRS governance-control disclosures, does ABN AMRO state that it performs periodic internal control activities to assess whether its Client Integrity policies are properly implemented and effective?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0113,ABN_Amro_0113,ABN_Amro_0113|ABN_Amro_0057|ABN_Amro_0108|ABN_Amro_0114|ABN_Amro_0043,1,1.0,1.0,0.012,0.012,0.012,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0119__For ABN Amro’s disclosure of financed emissions tied to its corporate lending, has the bank explicitly adopted a methodological presumption that borrowers producing electricity from solar, wind, or hydro have zero Scope 1 and Scope 2 emission intensity, and does it articulate the basis for that presumption?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0119,Intesa_Sanpaolo_0073_intro,Intesa_Sanpaolo_0073_intro|OTP_Bank_0019|Intesa_Sanpaolo_0065|ING_0042|OTP_Bank_0143,0,,0.0,0.018,0.018,0.018,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0124__For its road-transport portfolio, does ABN Amro identify the specific data sources used to derive vehicle activity and the country-dependent emission factors for trucks and vans?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0124,ABN_Amro_0124,ABN_Amro_0124|ABN_Amro_0139|ABN_Amro_0066|ABN_Amro_0122|ABN_Amro_0010,1,1.0,1.0,0.01,0.01,0.01,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0131__For ABN Amro’s power generation portfolio, does the bank disclose both the origin of the data used to compute emissions intensity and the measure it applies to align all inputs to a consistent reporting year?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0131,Santander_0038,Santander_0038|UniCredit_0091|Santander_0012|Intesa_Sanpaolo_0073_intro|DNB_0100,0,,0.0,0.013,0.013,0.013,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0133__For ABN AMRO, what reporting lag is disclosed for the operational emissions-intensity metrics in the oil and gas upstream and midstream portfolio?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0133,ABN_Amro_0133,ABN_Amro_0133|ABN_Amro_0122|UniCredit_0022|ABN_Amro_0139|Intesa_Sanpaolo_0060,1,1.0,1.0,0.008,0.008,0.008,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0134__For ABN Amro, is the percentage gap to its net-zero-by-2050 pathway disclosed for the financed emissions intensities of trucks and vans used in road transport?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0134,ABN_Amro_0139,ABN_Amro_0139|ABN_Amro_0124|ABN_Amro_0134|ABN_Amro_0066|Raiffeisen_Bank_International_0500_intro,0,3.0,0.3333333333333333,0.009,0.009,0.009,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0138__For ABN Amro’s agriculture disclosures, does the bank state that, due to the Pillar 3 counterparty boundary, household borrowers in this portfolio are omitted from the template?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0138,ABN_Amro_0034,ABN_Amro_0034|ABN_Amro_0057|ABN_Amro_0076|ABN_Amro_0113|ABN_Amro_0138,0,5.0,0.2,0.01,0.01,0.01,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0142__For ABN Amro’s physical risk methodology, does a specific quantitative criterion apply to Dutch flooding cases to flag an exposure as acute flood–sensitive, and if so, what is that criterion?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0142,ABN_Amro_0142,ABN_Amro_0142|ABN_Amro_0034|ABN_Amro_0113|ABN_Amro_0076|ABN_Amro_0108,1,1.0,1.0,0.01,0.01,0.01,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0143__In its GAR KPI summary, does ABN Amro state that it cannot compute the GAR flow “coverage over total assets” metric because the flow template lacks the total-asset denominator needed for that calculation?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0143,ABN_Amro_0143,ABN_Amro_0143|Belfius_0111|Santander_0051|OTP_Bank_0056|PKO_Bank_Polski_0026,1,1.0,1.0,0.014,0.014,0.014,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0144__For its Green Asset Ratio disclosures, does ABN Amro state that exposures to financial counterparties outside the NFRD scope are recorded under the Pillar 3 line item ""other assets"" in order to keep the presentation consistent with the EU Taxonomy’s separate category for such exposures?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0144,ABN_Amro_0145,ABN_Amro_0145|ABN_Amro_0144|Banque_Postale_0129|Societe_Generale_0006|CaixaBank_0107,0,2.0,0.5,0.017,0.017,0.017,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0145__For the GAR disclosures, did ABN AMRO provide EU Taxonomy ‘flow’ KPI figures for the reporting dates 31 December 2023 and 30 June 2024, or did it explicitly defer these metrics to a later reporting period?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0145,ABN_Amro_0143,ABN_Amro_0143|ABN_Amro_0145|Banque_Postale_0130_intro|ABN_Amro_0146|ABN_Amro_0144,0,2.0,0.5,0.015,0.015,0.015,0,0,0,0,0,BM25
ESRS,"ABN Amro__ABN_Amro_0146__In its disclosure of non-Taxonomy climate-mitigation financing, does ABN Amro indicate that its loan exposures (including those to financial and non-financial corporates, commercial real estate, households, and residential mortgages) mitigate physical climate risk?",ABN Amro,ABN Amro,ABN Amro,bm25,,standard,ABN_Amro_0146,ABN_Amro_0029,ABN_Amro_0029|ABN_Amro_0146|ABN_Amro_0070|ABN_Amro_0010|Belfius_0023,0,2.0,0.5,0.015,0.015,0.015,0,0,0,0,0,BM25
ESRS,"BBVA__BBVA_0007__In its ESRS-focused risk disclosures, has BBVA stated that its Risk Appetite Framework sets Board-approved quantitative caps on exposure-at-default to activities internally assessed as High Transition Risk?",BBVA,BBVA,BBVA,bm25,,standard,BBVA_0007,BBVA_0007,BBVA_0007|BBVA_0004|Nordea_Bank_0004|BBVA_0012|BBVA_0010,1,1.0,1.0,0.012,0.012,0.012,0,0,0,0,0,BM25
ESRS,"BBVA__BBVA_0009__For BBVA, does the disclosed Environmental and Social Framework set explicit financing bans for new projects, including prohibitions tied to use of child or forced labor/human trafficking, projects impacting indigenous or vulnerable communities without free, prior and informed consent, and dealings with controversial weapons manufacturers or dealers?",BBVA,BBVA,BBVA,bm25,,standard,BBVA_0009,BBVA_0009,BBVA_0009|BBVA_0010|Santander_0023|KfW_0054|Raiffeisen_Bank_International_0521,1,1.0,1.0,0.02,0.02,0.02,0,0,0,0,0,BM25
ESRS,"BBVA__BBVA_0010__For ESRS-aligned reporting on fair access to financial services, does BBVA state that its retail credit admission and pricing models exclude protected personal attributes (such as gender, ethnic origin, religion, disability, sexual orientation or political opinion) to avoid discriminatory treatment?",BBVA,BBVA,BBVA,bm25,,standard,BBVA_0010,BBVA_0010,BBVA_0010|ING_0081|Swedbank_0119|OTP_Bank_0148|PKO_Bank_Polski_0111,1,1.0,1.0,0.018,0.018,0.018,0,0,0,0,0,BM25
ESRS,"BNP Paribas__BNP_Paribas_0000__When information from its value chain is incomplete or unreliable, does BNP Paribas Fortis commit to use reasonable estimates and, where measurement uncertainty is significant, disclose a narrative describing the methodologies, definitions, and related limitations for those estimates?",BNP Paribas,BNP Paribas,BNP Paribas,bm25,,standard,BNP_Paribas_0000,BNP_Paribas_0000,BNP_Paribas_0000|BNP_Paribas_0033|BNP_Paribas_0009|UniCredit_0004|BNP_Paribas_0007,1,1.0,1.0,0.014,0.014,0.014,0,0,0,0,0,BM25
ESRS,"BNP Paribas__BNP_Paribas_0001__Within the 2024 Sustainability Statements, does BNP Paribas Fortis provide a distinct disclosure that defines the perimeter of financial exposures examined for EU Taxonomy alignment (i.e., which financial assets were included in the alignment assessment)?",BNP Paribas,BNP Paribas,BNP Paribas,bm25,,standard,BNP_Paribas_0001,BNP_Paribas_0016,BNP_Paribas_0016|BNP_Paribas_0000|BNP_Paribas_0013|BNP_Paribas_0009|BNP_Paribas_0001,0,5.0,0.2,0.015,0.015,0.015,0,0,0,0,0,BM25
