dataset,query_id,financebench_id,company,doc_name,bank_name,query,ground_truth_chunk_id,top1_chunk_id,top5_chunk_ids,correct_at_1,ground_truth_rank_top5,diagnostic_category,latency_seconds,top1_latency_seconds,top5_latency_seconds,top1_input_tokens,top1_output_tokens,top5_input_tokens,top5_output_tokens
ESRS,ABN Amro__ABN_Amro_0036__Does ABN Amro’s adverse scenario explicitly include a Dutch policy tightening on buildings with poor energy performance that would further depress the market value of such real estate?,,ABN Amro,ABN Amro,ABN Amro,Does ABN Amro’s adverse scenario explicitly include a Dutch policy tightening on buildings with poor energy performance that would further depress the market value of such real estate?,ABN_Amro_0036,ABN_Amro_0036,ABN_Amro_0036|ABN_Amro_0006|ABN_Amro_0007|ABN_Amro_0005|ABN_Amro_0008,1,1.0,both_rank1,116.899,107.151,116.899,54915,7970,58503,8927
ESRS,"ABN Amro__ABN_Amro_0038__Within its CER discussion of strategy and business model, does ABN Amro indicate whether lending decisions in its residential mortgage portfolio are conditioned on physical climate-risk metrics, and if not, what rationale does it provide?",,ABN Amro,ABN Amro,ABN Amro,"Within its CER discussion of strategy and business model, does ABN Amro indicate whether lending decisions in its residential mortgage portfolio are conditioned on physical climate-risk metrics, and if not, what rationale does it provide?",ABN_Amro_0038,ABN_Amro_0012,ABN_Amro_0012|ABN_Amro_0014|ABN_Amro_0016|ABN_Amro_0010|ABN_Amro_0015,0,,both_fail,71.653,34.786,71.653,16270,2471,29413,5858
ESRS,"ABN Amro__ABN_Amro_0039__For ABN Amro, does the non-financial risk stress-testing methodology used for ESG materiality explicitly assess climate and environmental risk events across three defined time horizons (1, 5 and 30 years)?",,ABN Amro,ABN Amro,ABN Amro,"For ABN Amro, does the non-financial risk stress-testing methodology used for ESG materiality explicitly assess climate and environmental risk events across three defined time horizons (1, 5 and 30 years)?",ABN_Amro_0039,ABN_Amro_0039,ABN_Amro_0004|ABN_Amro_0003|ABN_Amro_0002|ABN_Amro_0005|ABN_Amro_0006,1,,accuracy_only_mrr_missing,145.578,128.808,145.578,57509,10807,60223,12347
ESRS,"ABN Amro__ABN_Amro_0041__In its stated assessment outcome, does ABN Amro confirm that a flooding-related data centre disruption is material in the short-term (one-year) horizon and specify the selected risk treatment?",,ABN Amro,ABN Amro,ABN Amro,"In its stated assessment outcome, does ABN Amro confirm that a flooding-related data centre disruption is material in the short-term (one-year) horizon and specify the selected risk treatment?",ABN_Amro_0041,ABN_Amro_0041,ABN_Amro_0041|ABN_Amro_0037|ABN_Amro_0040|ABN_Amro_0061|ABN_Amro_0074,1,1.0,both_rank1,139.48,120.447,139.479,76862,10261,110598,12274
ESRS,ABN Amro__ABN_Amro_0043__Does ABN Amro’s disclosure confirm that corporate clients are evaluated against the bank’s baseline sustainability criteria both at onboarding and at recurring intervals thereafter?,,ABN Amro,ABN Amro,ABN Amro,Does ABN Amro’s disclosure confirm that corporate clients are evaluated against the bank’s baseline sustainability criteria both at onboarding and at recurring intervals thereafter?,ABN_Amro_0043,ABN_Amro_0043,ABN_Amro_0043|ABN_Amro_0039|ABN_Amro_0037|ABN_Amro_0041|ABN_Amro_0038,1,1.0,both_rank1,76.366,23.918,76.366,28507,2065,88952,6728
ESRS,"ABN Amro__ABN_Amro_0045__For ESRS disclosures on risk management processes, what client coverage threshold does ABN Amro state for applying its CASY sustainability assessment?",,ABN Amro,ABN Amro,ABN Amro,"For ESRS disclosures on risk management processes, what client coverage threshold does ABN Amro state for applying its CASY sustainability assessment?",ABN_Amro_0045,ABN_Amro_0045,ABN_Amro_0024|ABN_Amro_0045|ABN_Amro_0043|ABN_Amro_0047|ABN_Amro_0023,1,2.0,accuracy_only_mrr_lower,83.358,27.39,83.358,28292,2007,89819,6740
ESRS,"ABN Amro__ABN_Amro_0046__For ABN Amro’s non-programme lending clients, is there a process within credit origination and subsequent review cycles that integrates climate- and environment-related risk exposures into the creditworthiness assessment?",,ABN Amro,ABN Amro,ABN Amro,"For ABN Amro’s non-programme lending clients, is there a process within credit origination and subsequent review cycles that integrates climate- and environment-related risk exposures into the creditworthiness assessment?",ABN_Amro_0046,ABN_Amro_0051,ABN_Amro_0046|ABN_Amro_0051|ABN_Amro_0050|ABN_Amro_0055|ABN_Amro_0054,0,1.0,mrr_rank1_only,154.684,47.691,154.684,17192,3490,74950,12278
ESRS,"ABN Amro__ABN_Amro_0047__For ESRS-aligned scoping of climate-risk analysis, does ABN AMRO identify the specific industries where its transmission-channel assessments have been strengthened and clarify that the referenced NACE classifications are indicative mappings to its own sector definitions?",,ABN Amro,ABN Amro,ABN Amro,"For ESRS-aligned scoping of climate-risk analysis, does ABN AMRO identify the specific industries where its transmission-channel assessments have been strengthened and clarify that the referenced NACE classifications are indicative mappings to its own sector definitions?",ABN_Amro_0047,ABN_Amro_0044,ABN_Amro_0008|ABN_Amro_0003|ABN_Amro_0002|ABN_Amro_0006|ABN_Amro_0007,0,,both_fail,265.676,247.823,265.676,97146,19004,100496,20414
ESRS,"ABN Amro__ABN_Amro_0054__For ABN AMRO, which governance body is charged with reviewing sectoral financing policies that establish exposure targets and limits linked to climate and environmental risk?",,ABN Amro,ABN Amro,ABN Amro,"For ABN AMRO, which governance body is charged with reviewing sectoral financing policies that establish exposure targets and limits linked to climate and environmental risk?",ABN_Amro_0054,ABN_Amro_0054,ABN_Amro_0054|ABN_Amro_0053|ABN_Amro_0055|ABN_Amro_0056|ABN_Amro_0052,1,1.0,both_rank1,116.894,24.456,116.894,17232,1437,36789,7451
ESRS,ABN Amro__ABN_Amro_0057__Which ABN AMRO governance body is tasked with supervising the soundness and quality of the bank’s sustainability statements and its public sustainability disclosures?,,ABN Amro,ABN Amro,ABN Amro,Which ABN AMRO governance body is tasked with supervising the soundness and quality of the bank’s sustainability statements and its public sustainability disclosures?,ABN_Amro_0057,ABN_Amro_0057,ABN_Amro_0057|ABN_Amro_0056|ABN_Amro_0055|ABN_Amro_0053|ABN_Amro_0054,1,1.0,both_rank1,81.559,34.913,81.559,17627,1879,34145,5907
ESRS,ABN Amro__ABN_Amro_0060__Does ABN Amro’s disclosure confirm that its sustainability risk policy framework encompasses climate change mitigation and the management of both physical and transition climate exposures?,,ABN Amro,ABN Amro,ABN Amro,Does ABN Amro’s disclosure confirm that its sustainability risk policy framework encompasses climate change mitigation and the management of both physical and transition climate exposures?,ABN_Amro_0060,ABN_Amro_0060,ABN_Amro_0060|ABN_Amro_0062|ABN_Amro_0068|ABN_Amro_0069|ABN_Amro_0061,1,1.0,both_rank1,90.251,28.535,90.251,20062,2060,42168,7400
ESRS,"ABN Amro__ABN_Amro_0061__Within ABN Amro’s governance of operational climate and energy measures, has responsibility for policy execution been allocated to named executive roles, and which roles are assigned to the Environmental and Energy Policy and the Travel and Mobility policy?",,ABN Amro,ABN Amro,ABN Amro,"Within ABN Amro’s governance of operational climate and energy measures, has responsibility for policy execution been allocated to named executive roles, and which roles are assigned to the Environmental and Energy Policy and the Travel and Mobility policy?",ABN_Amro_0061,ABN_Amro_0060,ABN_Amro_0061|ABN_Amro_0060|ABN_Amro_0062|ABN_Amro_0074|ABN_Amro_0057,0,1.0,mrr_rank1_only,133.746,32.108,133.746,20167,2392,63767,10674
ESRS,"ABN Amro__ABN_Amro_0062__For ABN AMRO’s exposure to coal-fired power generation clients, does the stated sustainability risk standard include a time-bound commitment to exit thermal coal, and if so, what is the deadline year?",,ABN Amro,ABN Amro,ABN Amro,"For ABN AMRO’s exposure to coal-fired power generation clients, does the stated sustainability risk standard include a time-bound commitment to exit thermal coal, and if so, what is the deadline year?",ABN_Amro_0062,ABN_Amro_0060,ABN_Amro_0062|ABN_Amro_0060|ABN_Amro_0061|ABN_Amro_0066|ABN_Amro_0065,0,1.0,mrr_rank1_only,96.625,29.997,96.625,20139,1993,46196,6891
ESRS,"ABN Amro__ABN_Amro_0066__In its sector target overview, does ABN AMRO quantify what share of its outstanding exposure to NZBA-identified high-emission sectors is already within the scope of its published climate targets?",,ABN Amro,ABN Amro,ABN Amro,"In its sector target overview, does ABN AMRO quantify what share of its outstanding exposure to NZBA-identified high-emission sectors is already within the scope of its published climate targets?",ABN_Amro_0066,ABN_Amro_0066,ABN_Amro_0066|ABN_Amro_0064|ABN_Amro_0065|ABN_Amro_0062|ABN_Amro_0060,1,1.0,both_rank1,100.218,31.488,100.218,21113,2123,48538,6239
ESRS,ABN Amro__ABN_Amro_0073__Has ABN Amro specified the methodological scope and inclusion criteria for counting financing toward its lending commitment on renewable energy and decarbonisation technologies?,,ABN Amro,ABN Amro,ABN Amro,Has ABN Amro specified the methodological scope and inclusion criteria for counting financing toward its lending commitment on renewable energy and decarbonisation technologies?,ABN_Amro_0073,ABN_Amro_0074,ABN_Amro_0073|ABN_Amro_0074|ABN_Amro_0072|ABN_Amro_0146|ABN_Amro_0145,0,1.0,mrr_rank1_only,133.326,67.878,133.326,32709,4862,67693,9678
ESRS,"ABN Amro__ABN_Amro_0081__For ESRS reporting on workforce scope, does ABN AMRO state that its HR Risk Policy extends beyond its own employees to include, where pertinent, non-employee personnel engaged through third-party suppliers?",,ABN Amro,ABN Amro,ABN Amro,"For ESRS reporting on workforce scope, does ABN AMRO state that its HR Risk Policy extends beyond its own employees to include, where pertinent, non-employee personnel engaged through third-party suppliers?",ABN_Amro_0081,ABN_Amro_0081,ABN_Amro_0081|ABN_Amro_0078|ABN_Amro_0082|ABN_Amro_0080_intro,1,1.0,both_rank1,119.784,33.51,119.784,21017,2139,45712,8675
ESRS,ABN Amro__ABN_Amro_0084__Has ABN AMRO put in place a formal human-rights due diligence process designed to oversee and reduce adverse human-rights impacts arising from its activities?,,ABN Amro,ABN Amro,ABN Amro,Has ABN AMRO put in place a formal human-rights due diligence process designed to oversee and reduce adverse human-rights impacts arising from its activities?,ABN_Amro_0084,ABN_Amro_0098,ABN_Amro_0098|ABN_Amro_0089_intro|ABN_Amro_0090|ABN_Amro_0099|ABN_Amro_0101,0,,both_fail,114.666,36.117,114.666,20056,2587,46870,8230
ESRS,"ABN Amro__ABN_Amro_0086__For ABN AMRO, does the remuneration framework explicitly tie sustainability performance to incentive compensation across employee categories, and how is this operationalized for CLA+, CLA Identified Staff, CLA staff, and the Executive Board?",,ABN Amro,ABN Amro,ABN Amro,"For ABN AMRO, does the remuneration framework explicitly tie sustainability performance to incentive compensation across employee categories, and how is this operationalized for CLA+, CLA Identified Staff, CLA staff, and the Executive Board?",ABN_Amro_0086,,,0,,both_fail,55.332,,55.332,0,0,43160,3193
ESRS,ABN Amro__ABN_Amro_0093__Has ABN Amro disclosed that it maintains ongoing dialogue with civil society groups to address human rights risks associated with its investment activities?,,ABN Amro,ABN Amro,ABN Amro,Has ABN Amro disclosed that it maintains ongoing dialogue with civil society groups to address human rights risks associated with its investment activities?,ABN_Amro_0093,ABN_Amro_0095,ABN_Amro_0093|ABN_Amro_0091_intro|ABN_Amro_0094|ABN_Amro_0095|ABN_Amro_0092,0,1.0,mrr_rank1_only,113.431,47.721,113.431,24530,3310,35343,7736
ESRS,ABN Amro__ABN_Amro_0094__Identify the specific report in which ABN AMRO indicates it provides further detail on its arrangements to facilitate remedy access for value chain workers within its procurement activities.,,ABN Amro,ABN Amro,ABN Amro,Identify the specific report in which ABN AMRO indicates it provides further detail on its arrangements to facilitate remedy access for value chain workers within its procurement activities.,ABN_Amro_0094,ABN_Amro_0095,ABN_Amro_0094|ABN_Amro_0092|ABN_Amro_0093|ABN_Amro_0095|ABN_Amro_0090,0,1.0,mrr_rank1_only,132.455,33.315,132.455,17603,2511,34371,9330
ESRS,"ABN Amro__ABN_Amro_0095__For ABN Amro, does the disclosure specify the interim method used to monitor the effectiveness of its policies and actions—namely, evaluating its influence over corporate clients and businesses in its investment sphere to derive insights on engagement-related impacts and risks—given that formal targets have not yet been set?",,ABN Amro,ABN Amro,ABN Amro,"For ABN Amro, does the disclosure specify the interim method used to monitor the effectiveness of its policies and actions—namely, evaluating its influence over corporate clients and businesses in its investment sphere to derive insights on engagement-related impacts and risks—given that formal targets have not yet been set?",ABN_Amro_0095,ABN_Amro_0095,ABN_Amro_0095|ABN_Amro_0093|ABN_Amro_0010|ABN_Amro_0011|ABN_Amro_0008,1,1.0,both_rank1,214.407,188.124,214.407,90697,14335,99252,16180
ESRS,"ABN Amro__ABN_Amro_0096__For ESRS reporting on grievance access for value‑chain workers, which specific mechanism does ABN AMRO indicate is available to workers in its supply chain?",,ABN Amro,ABN Amro,ABN Amro,"For ESRS reporting on grievance access for value‑chain workers, which specific mechanism does ABN AMRO indicate is available to workers in its supply chain?",ABN_Amro_0096,ABN_Amro_0096,ABN_Amro_0096|ABN_Amro_0094|ABN_Amro_0095|ABN_Amro_0093|ABN_Amro_0090,1,1.0,both_rank1,90.727,19.92,90.727,15535,1363,32970,6606
ESRS,"ABN Amro__ABN_Amro_0098__For ESRS-consistent reporting on consumers and end-users, does ABN Amro evidence that it maintains a consumer-facing grievance mechanism that enables remediation when adverse human rights impacts to which the bank has contributed or with which it is directly connected are identified?",,ABN Amro,ABN Amro,ABN Amro,"For ESRS-consistent reporting on consumers and end-users, does ABN Amro evidence that it maintains a consumer-facing grievance mechanism that enables remediation when adverse human rights impacts to which the bank has contributed or with which it is directly connected are identified?",ABN_Amro_0098,ABN_Amro_0108,ABN_Amro_0098|ABN_Amro_0108|ABN_Amro_0106|ABN_Amro_0104|ABN_Amro_0101,0,1.0,mrr_rank1_only,83.29,27.739,83.29,20713,2065,40575,6540
ESRS,"ABN Amro__ABN_Amro_0099__For ESRS reporting on privacy safeguards for consumers and end-users, does ABN Amro’s Personal Data Policy impose a formal obligation to inform affected consumers when a personal data breach occurs?",,ABN Amro,ABN Amro,ABN Amro,"For ESRS reporting on privacy safeguards for consumers and end-users, does ABN Amro’s Personal Data Policy impose a formal obligation to inform affected consumers when a personal data breach occurs?",ABN_Amro_0099,ABN_Amro_0099,ABN_Amro_0099|ABN_Amro_0098|ABN_Amro_0105|ABN_Amro_0101|ABN_Amro_0102,1,1.0,both_rank1,84.398,34.089,84.398,20102,2244,39367,6004
ESRS,"ABN Amro__ABN_Amro_0101__Under ABN AMRO’s Product Approval and Review policy, is there a formal requirement to update products and services to take account of evolving sustainability-related developments?",,ABN Amro,ABN Amro,ABN Amro,"Under ABN AMRO’s Product Approval and Review policy, is there a formal requirement to update products and services to take account of evolving sustainability-related developments?",ABN_Amro_0101,ABN_Amro_0024,ABN_Amro_0024|ABN_Amro_0023,0,,both_fail,152.836,152.836,146.079,122046,9521,119193,9103
ESRS,"ABN Amro__ABN_Amro_0104__For ABN AMRO Bank N.V., is the complaints oversight function explicitly established as an independent remit within the Legal department, tasked with designing, updating, supervising the Complaints Management Policy and holding overall ownership of the complaints-handling process?",,ABN Amro,ABN Amro,ABN Amro,"For ABN AMRO Bank N.V., is the complaints oversight function explicitly established as an independent remit within the Legal department, tasked with designing, updating, supervising the Complaints Management Policy and holding overall ownership of the complaints-handling process?",ABN_Amro_0104,ABN_Amro_0105,ABN_Amro_0104|ABN_Amro_0102|ABN_Amro_0103|ABN_Amro_0105|ABN_Amro_0108,0,1.0,mrr_rank1_only,91.174,36.74,91.173,20074,2498,37937,7230
ESRS,"ABN Amro__ABN_Amro_0106__At ABN Amro, does the product oversight process formally use customer complaint insights within its product approval/review cycle to adjust product features or the intended customer segment?",,ABN Amro,ABN Amro,ABN Amro,"At ABN Amro, does the product oversight process formally use customer complaint insights within its product approval/review cycle to adjust product features or the intended customer segment?",ABN_Amro_0106,ABN_Amro_0106,ABN_Amro_0106|ABN_Amro_0108|ABN_Amro_0107|ABN_Amro_0109|ABN_Amro_0110,1,1.0,both_rank1,85.703,38.904,85.703,20127,2124,37683,5967
ESRS,ABN Amro__ABN_Amro_0107__Has ABN Amro documented targeted engagement with people with physical disabilities during the reporting period to evaluate and enhance the accessibility of its banking products and services?,,ABN Amro,ABN Amro,ABN Amro,Has ABN Amro documented targeted engagement with people with physical disabilities during the reporting period to evaluate and enhance the accessibility of its banking products and services?,ABN_Amro_0107,ABN_Amro_0107,ABN_Amro_0107|ABN_Amro_0106|ABN_Amro_0108|ABN_Amro_0110|ABN_Amro_0109,1,1.0,both_rank1,75.822,32.075,75.822,19999,1872,42529,5509
ESRS,"ABN Amro__ABN_Amro_0113__For ESRS governance-control disclosures, does ABN AMRO state that it performs periodic internal control activities to assess whether its Client Integrity policies are properly implemented and effective?",,ABN Amro,ABN Amro,ABN Amro,"For ESRS governance-control disclosures, does ABN AMRO state that it performs periodic internal control activities to assess whether its Client Integrity policies are properly implemented and effective?",ABN_Amro_0113,ABN_Amro_0113,ABN_Amro_0113|ABN_Amro_0112_intro|ABN_Amro_0115|ABN_Amro_0114|ABN_Amro_0057,1,1.0,both_rank1,99.05,23.559,99.05,16365,1859,62988,7958
ESRS,"ABN Amro__ABN_Amro_0119__For ABN Amro’s disclosure of financed emissions tied to its corporate lending, has the bank explicitly adopted a methodological presumption that borrowers producing electricity from solar, wind, or hydro have zero Scope 1 and Scope 2 emission intensity, and does it articulate the basis for that presumption?",,ABN Amro,ABN Amro,ABN Amro,"For ABN Amro’s disclosure of financed emissions tied to its corporate lending, has the bank explicitly adopted a methodological presumption that borrowers producing electricity from solar, wind, or hydro have zero Scope 1 and Scope 2 emission intensity, and does it articulate the basis for that presumption?",ABN_Amro_0119,ABN_Amro_0119,ABN_Amro_0119|ABN_Amro_0122|ABN_Amro_0121|ABN_Amro_0120|ABN_Amro_0123,1,1.0,both_rank1,131.585,35.462,131.585,21884,2366,48793,11633
ESRS,"ABN Amro__ABN_Amro_0124__For its road-transport portfolio, does ABN Amro identify the specific data sources used to derive vehicle activity and the country-dependent emission factors for trucks and vans?",,ABN Amro,ABN Amro,ABN Amro,"For its road-transport portfolio, does ABN Amro identify the specific data sources used to derive vehicle activity and the country-dependent emission factors for trucks and vans?",ABN_Amro_0124,ABN_Amro_0134,ABN_Amro_0134|ABN_Amro_0066|ABN_Amro_0062|ABN_Amro_0065|ABN_Amro_0140,0,,both_fail,222.348,222.348,181.31,127618,19673,106472,15903
ESRS,"ABN Amro__ABN_Amro_0131__For ABN Amro’s power generation portfolio, does the bank disclose both the origin of the data used to compute emissions intensity and the measure it applies to align all inputs to a consistent reporting year?",,ABN Amro,ABN Amro,ABN Amro,"For ABN Amro’s power generation portfolio, does the bank disclose both the origin of the data used to compute emissions intensity and the measure it applies to align all inputs to a consistent reporting year?",ABN_Amro_0131,ABN_Amro_0131,ABN_Amro_0131|ABN_Amro_0132|ABN_Amro_0133|ABN_Amro_0139|ABN_Amro_0140,1,1.0,both_rank1,85.91,27.458,85.91,19119,1618,53146,6915
ESRS,"ABN Amro__ABN_Amro_0133__For ABN AMRO, what reporting lag is disclosed for the operational emissions-intensity metrics in the oil and gas upstream and midstream portfolio?",,ABN Amro,ABN Amro,ABN Amro,"For ABN AMRO, what reporting lag is disclosed for the operational emissions-intensity metrics in the oil and gas upstream and midstream portfolio?",ABN_Amro_0133,ABN_Amro_0133,ABN_Amro_0133|ABN_Amro_0132|ABN_Amro_0131|ABN_Amro_0139|ABN_Amro_0066,1,1.0,both_rank1,102.004,18.341,102.004,19348,1452,74725,8443
ESRS,"ABN Amro__ABN_Amro_0134__For ABN Amro, is the percentage gap to its net-zero-by-2050 pathway disclosed for the financed emissions intensities of trucks and vans used in road transport?",,ABN Amro,ABN Amro,ABN Amro,"For ABN Amro, is the percentage gap to its net-zero-by-2050 pathway disclosed for the financed emissions intensities of trucks and vans used in road transport?",ABN_Amro_0134,ABN_Amro_0140,ABN_Amro_0134|ABN_Amro_0139|ABN_Amro_0133|ABN_Amro_0135|ABN_Amro_0140,0,1.0,mrr_rank1_only,67.212,23.773,67.212,13123,2097,50076,6322
